,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000021645,35.9585462,-1.293368454,0.814228578,0.003053843,0.025060828
ENSG00000021762,1366.014018,-0.333709421,0.173959683,0.01758717,0.095234695
ENSG00000021776,1158.856767,-0.205515008,0.092824469,0.017390095,0.094439174
ENSG00000021826,322.9276386,0.207852843,0.185515648,0.132452333,0.377717444
ENSG00000022267,10394.79121,-0.420996025,0.18084089,0.004284626,0.032533351
ENSG00000022277,1454.000281,-0.090937636,0.09398842,0.298186465,0.600802735
ENSG00000022567,149.1292573,-0.220608366,0.146372655,0.072905122,0.257420016
ENSG00000022840,2666.014749,-0.258738258,0.080801838,0.000731734,0.008040775
ENSG00000022976,178.3899125,0.143691431,0.146761752,0.239998275,0.535012765
ENSG00000023041,674.8158247,-0.17664872,0.080417472,0.020398897,0.106258428
ENSG00000023171,81.8686477,0.217674592,0.306979914,0.126152761,0.366267561
ENSG00000023191,4815.013111,-0.09647789,0.153933531,0.437774861,0.72613103
ENSG00000023228,1603.892205,-0.112289409,0.08095432,0.143319801,0.396174066
ENSG00000023287,2803.557403,-0.102400021,0.118426446,0.329824601,0.634469345
ENSG00000023318,1403.042634,-0.210332895,0.086719669,0.009812754,0.061857224
ENSG00000023330,959.5250397,0.208919577,0.150079841,0.094408487,0.306193798
ENSG00000023445,56.19793562,-0.227852131,0.295759189,0.124550634,0.363538559
ENSG00000023516,1874.06323,0.044981459,0.090427506,0.596498903,0.832407162
ENSG00000023572,91.11545066,-0.167310436,0.185849727,0.22356589,0.513611872
ENSG00000023608,233.1189895,-0.613120595,0.232420412,0.000964119,0.010050026
ENSG00000023697,480.8422287,-0.289049721,0.103766638,0.002433655,0.021136396
ENSG00000023734,2022.237784,-0.238344348,0.1167903,0.022576233,0.114473446
ENSG00000023839,15.04037395,-0.082838564,0.244612905,0.451035497,0.736090766
ENSG00000023892,5.364888571,0.042925813,0.248837956,0.614283587,0.842687821
ENSG00000023902,704.7239498,-0.34334028,0.161042958,0.010526803,0.065287922
ENSG00000023909,1927.665083,-1.184098863,0.204493932,4.68E-10,2.90E-08
ENSG00000024048,1335.12078,-0.117587819,0.092258267,0.171364957,0.439699194
ENSG00000024422,11726.66879,-0.148312524,0.110127352,0.134810514,0.381380711
ENSG00000024526,16.22268765,0.07113749,0.235406553,0.536666765,0.795045714
ENSG00000024862,225.3561638,-0.116133882,0.161060494,0.363081748,0.664641005
ENSG00000025039,6.838875046,-0.116136655,0.272496953,0.238754312,0.534034587
ENSG00000025156,250.8334523,0.201602766,0.123418644,0.064142293,0.236877645
ENSG00000025293,1475.849243,0.101575331,0.090004004,0.22847219,0.520592463
ENSG00000025423,169.1966471,1.926549722,0.544616968,1.64E-05,0.000322472
ENSG00000025434,396.876291,-0.124015218,0.136037013,0.285063054,0.586074371
ENSG00000025708,144.6908097,-1.116134295,0.332070162,4.54E-05,0.000765229
ENSG00000025770,332.4568285,0.061901346,0.147170574,0.611743606,0.841275156
ENSG00000025772,764.2751776,0.377687936,0.228055322,0.022633702,0.114732731
ENSG00000025796,3327.198099,0.038338093,0.134711178,0.740369617,0.909457001
ENSG00000025800,1864.783338,-0.128355305,0.101024922,0.166464333,0.432006062
ENSG00000026025,29588.80815,0.292523368,0.169985441,0.033052822,0.150721865
ENSG00000026036,42.70345647,0.142859398,0.238339469,0.295174124,0.597171367
ENSG00000026103,1096.803761,0.035693478,0.120205168,0.738851386,0.909315208
ENSG00000026297,95.67633502,0.357924369,0.172457285,0.011227118,0.068554664
ENSG00000026508,20349.26568,0.119400835,0.151217686,0.337002558,0.641466205
ENSG00000026559,15.55106817,0.118971075,0.267899612,0.267616035,0.566203399
ENSG00000026652,343.2097082,0.102989192,0.168421536,0.430722851,0.721156881
ENSG00000026950,733.9058661,0.846884616,0.14170742,2.18E-10,1.45E-08
ENSG00000027001,526.2810519,0.279652034,0.153315467,0.029126558,0.137834266
ENSG00000027075,80.80540552,-0.482156155,0.635446282,0.021919877,0.112216409
ENSG00000027697,1439.309226,-0.352081352,0.136748171,0.003261498,0.026437834
ENSG00000027847,438.55979,0.094869425,0.130112106,0.401023392,0.696647885
ENSG00000028116,191.8642288,-0.156089077,0.138269007,0.184412964,0.457547202
ENSG00000028137,518.8903877,-0.706027971,0.22485657,0.000167756,0.002337877
ENSG00000028203,1184.523225,-0.004533393,0.145314915,0.97113367,0.992152964
ENSG00000028277,34.45651371,1.720212767,0.564304333,0.000107535,0.001603468
ENSG00000028310,567.4419076,-0.01937703,0.113869841,0.849697504,0.951713066
ENSG00000028528,3490.092289,0.067034378,0.075128877,0.351375327,0.654991954
ENSG00000028839,420.2920722,0.287818495,0.134868568,0.014198401,0.081325461
ENSG00000029153,251.0712277,0.024565918,0.124382667,0.823074891,0.942473095
ENSG00000029363,3229.50662,0.041388235,0.089433014,0.622853329,0.847482821
ENSG00000029364,1391.883562,0.100731385,0.099761145,0.274014377,0.573544665
ENSG00000029534,88.10784522,0.05907949,0.224761134,0.625692171,0.848428736
ENSG00000029639,108.157955,0.009927871,0.154662388,0.937479191,0.981380639
ENSG00000029725,1613.272639,-0.005973763,0.101984536,0.949948967,0.985412278
ENSG00000029993,586.909187,0.304487974,0.163966355,0.023681561,0.118754734
ENSG00000030066,918.7957983,-0.035096212,0.098240251,0.698656717,0.891767898
ENSG00000030110,179.2500339,-0.105705861,0.130211731,0.348319724,0.652006361
ENSG00000030304,28.9063663,-0.023396231,0.220815532,0.840549595,0.948027592
ENSG00000030419,227.2155702,-0.234253592,0.204857567,0.111054628,0.339059098
ENSG00000030582,11064.24162,0.15293762,0.118093451,0.145598686,0.400025591
ENSG00000031003,1128.017297,-0.037649578,0.113716602,0.712342964,0.897595061
ENSG00000031081,329.2404163,0.564040007,0.228519492,0.001807859,0.016592185
ENSG00000031544,3.698928757,-0.005805971,0.249997431,0.931107089,NA
ENSG00000031691,83.90892768,-0.048205135,0.195980318,0.710496839,0.89663355
ENSG00000031698,2847.369232,0.511515942,0.095126665,1.52E-08,6.61E-07
ENSG00000031823,1526.606376,0.360549916,0.116714489,0.000764999,0.008344064
ENSG00000032219,653.4224533,-0.008115538,0.115419983,0.935964783,0.980855459
ENSG00000032389,207.8538099,-0.021326798,0.162497883,0.86540009,0.956061555
ENSG00000032444,1248.989764,-0.162989632,0.101982078,0.079695492,0.273558777
ENSG00000032742,221.7623089,0.591755978,0.146182855,7.80E-06,0.000166989
ENSG00000033011,305.4522054,-0.0403908,0.10106282,0.661313101,0.870394742
ENSG00000033030,378.8297637,-0.095611035,0.113365094,0.347555731,0.651716302
ENSG00000033050,1269.080544,-0.283606701,0.150127409,0.024710292,0.122651058
ENSG00000033100,2215.27332,-0.048382113,0.123309203,0.65463339,0.865882538
ENSG00000033122,6.253593209,0.066491541,0.249444904,0.490435674,0.765703473
ENSG00000033170,1517.183097,0.214023237,0.149024181,0.085703472,0.286954448
ENSG00000033178,882.2886857,0.202942813,0.11192396,0.044332148,0.18370666
ENSG00000033327,1291.51151,-0.337206935,0.127304396,0.003053548,0.025060828
ENSG00000033627,792.815909,-0.361128544,0.191153445,0.015957683,0.08890078
ENSG00000033800,623.2508652,0.035605865,0.098019467,0.695558947,0.890105896
ENSG00000033867,2313.620292,0.883353439,0.156924742,1.61E-09,8.83E-08
ENSG00000034053,102.8191619,-0.008984314,0.236046183,0.924832428,0.977339493
ENSG00000034063,84.99892645,0.241455984,0.276082607,0.117870899,0.35117038
ENSG00000034152,1144.870766,-0.744113297,0.226355345,9.39E-05,0.001429715
ENSG00000034239,6.525665082,0.03274434,0.245427105,0.709808835,0.896445021
ENSG00000034510,12063.37912,0.101243961,0.123374215,0.357227474,0.659935987
ENSG00000034533,105.2836319,0.577699381,0.199491943,0.000521823,0.006064064
ENSG00000034677,754.2097797,-0.155375182,0.148310003,0.205580904,0.488588382
ENSG00000034693,267.2535696,0.326923927,0.167178486,0.017137478,0.093659029
ENSG00000034713,1399.253149,-0.348674153,0.088033694,2.72E-05,0.000496127
ENSG00000034971,453.3196944,-0.007449622,0.249865496,0.912000387,0.973527634
ENSG00000035115,464.1661013,0.428275538,0.114624257,4.79E-05,0.000802477
ENSG00000035141,351.6937229,-0.160401933,0.124735088,0.142132473,0.394379654
ENSG00000035403,16755.96618,-0.769495133,0.205649204,2.16E-05,0.000409713
ENSG00000035499,12.15705766,0.168809161,0.300238592,0.146028015,0.40060411
ENSG00000035664,633.0310906,-1.285008951,0.492879619,0.000387525,0.004759854
ENSG00000035681,1037.214822,0.314153508,0.089972869,0.000202215,0.002750398
ENSG00000035687,746.3861525,0.130794325,0.123116154,0.227787396,0.519432329
ENSG00000035862,41843.62813,-0.12162822,0.127426368,0.280018822,0.580978127
ENSG00000035928,1027.040736,0.127992339,0.095089007,0.147118833,0.402443016
ENSG00000036054,1240.271307,-0.160288007,0.099645805,0.080440728,0.275272641
ENSG00000036257,1710.397319,-0.006219618,0.105749409,0.946567392,0.983951479
ENSG00000036448,25.56936809,0.064208587,0.247112005,0.518736463,0.785994617
ENSG00000036530,22.68872764,0.174324513,0.269262173,0.200117419,0.481158231
ENSG00000036549,837.8923463,0.015459148,0.094275264,0.861580637,0.955415656
ENSG00000036672,11.41097887,-0.119667727,0.265748466,0.273903756,0.573479065
ENSG00000037042,506.9267772,0.118339135,0.098007307,0.191723233,0.468878214
ENSG00000037241,295.7618019,-0.265700067,0.136447289,0.024151312,0.120689608
ENSG00000037280,1.734659682,-0.03152739,0.259240376,0.467306297,NA
ENSG00000037474,767.7287247,-0.098952334,0.143649306,0.410294374,0.704778911
ENSG00000037637,628.2791002,-0.322999276,0.12328687,0.003310134,0.026736382
ENSG00000037749,833.3105035,-0.217097467,0.094006573,0.012978609,0.076491043
ENSG00000037757,181.3391562,-0.037029462,0.203302989,0.770832395,0.92167176
ENSG00000037897,59.29030191,0.097479688,0.200758404,0.469885863,0.749839001
ENSG00000037965,24.18699555,0.021534321,0.248445919,0.782152542,0.92574078
ENSG00000038002,598.8343819,0.162593057,0.173250172,0.225069769,0.515758791
ENSG00000038210,398.4837647,-0.006848578,0.151423787,0.954230785,0.986989905
ENSG00000038219,2346.846922,0.073534382,0.107296168,0.452805588,0.737416673
ENSG00000038274,1701.243693,-0.483640262,0.132418801,5.26E-05,0.00086847
ENSG00000038295,9.220425369,0.049747599,0.260744732,0.373802616,0.674654513
ENSG00000038358,702.2634875,-0.093048201,0.098154618,0.304696444,0.607084634
ENSG00000038382,6064.313894,0.154580349,0.124524661,0.154537153,0.414041643
ENSG00000038427,8574.514899,0.294319139,0.152184837,0.021417942,0.110266795
ENSG00000038532,640.644646,0.175088262,0.135010777,0.131135583,0.375084206
ENSG00000038945,157.6527603,0.134215065,0.276473311,0.220982841,0.510070855
ENSG00000039123,1218.996108,0.012942018,0.076195984,0.859973697,0.955183459
ENSG00000039139,208.0730659,0.060374824,0.205393655,0.643870244,0.859531869
ENSG00000039319,1070.930978,0.097392581,0.117217063,0.352294168,0.655827522
ENSG00000039523,1099.903194,-0.17955301,0.135253709,0.121237427,0.357438317
ENSG00000039537,22.95146965,-0.230177793,0.400074846,0.028636374,0.136383384
ENSG00000039560,5050.795021,-0.441676619,0.189845955,0.004061292,0.03124951
ENSG00000039600,3.69826313,-0.042995889,0.249935884,0.600563999,NA
ENSG00000039650,317.7164154,0.207885812,0.175439867,0.128636332,0.370408347
ENSG00000040199,302.4533401,-0.259956071,0.17192666,0.057138393,0.219969456
ENSG00000040275,216.2657632,0.142498215,0.171915618,0.289548941,0.591404529
ENSG00000040341,612.4188729,0.062600838,0.112016876,0.536304599,0.794867594
ENSG00000040487,238.6286968,-0.245812713,0.130891316,0.031111618,0.144382459
ENSG00000040531,498.8334648,0.003506593,0.129995789,0.976222382,0.993538378
ENSG00000040608,1.347756596,0.052232031,0.263214889,0.285665507,NA
ENSG00000040633,795.1118352,0.183088014,0.15407184,0.147218992,0.402591167
ENSG00000040731,72.26777321,0.990889238,1.224320181,0.007146878,0.04825941
ENSG00000040933,706.2658917,0.005053659,0.096711922,0.957602149,0.987457571
ENSG00000041353,59.94136368,0.092451155,0.279424228,NA,NA
ENSG00000041357,1222.406923,0.018317093,0.116715559,0.861599961,0.955415656
ENSG00000041515,10.13136988,-1.360431009,0.597210905,0.001002377,0.010395003
ENSG00000041802,522.117859,-0.158407841,0.116260184,0.126948395,0.367576166
ENSG00000041880,372.6952626,0.043074853,0.144759843,0.721553604,0.901889682
ENSG00000041982,3704.069161,0.151567486,0.28835593,0.175066749,0.445269378
ENSG00000041988,194.2937689,0.082380878,0.116464455,0.428871095,0.71973842
ENSG00000042062,1504.605621,-0.063297751,0.185431013,0.565821525,0.81331707
ENSG00000042088,190.0428011,0.353682485,0.149444443,0.005685077,0.040333175
ENSG00000042286,594.4611131,-0.68837605,0.093016302,1.80E-14,2.33E-12
ENSG00000042317,206.64291,0.273940835,0.127055549,0.014216868,0.081405497
ENSG00000042429,386.6918788,-0.171798509,0.112941098,0.089993131,0.296653121
ENSG00000042445,1258.346596,0.032892394,0.107218178,0.737221018,0.908834593
ENSG00000042493,1000.479927,0.002346424,0.185198933,0.98811174,0.996994604
ENSG00000042753,1185.343156,-0.209290159,0.097569742,0.020276117,0.105840389
ENSG00000042781,3.653259019,0.053738103,0.256305629,0.46770444,NA
ENSG00000042832,34.98758326,-0.051000394,0.237093349,0.631473302,0.852936006
ENSG00000042980,11.5378667,-0.09733275,0.268710265,0.264008205,0.561396821
ENSG00000043093,683.576126,-0.098246527,0.090261907,0.244460836,0.540431455
ENSG00000043143,1528.973382,-0.29055213,0.09987895,0.001652679,0.015449736
ENSG00000043514,235.1523372,0.042933749,0.138281775,0.715306293,0.898634222
ENSG00000044090,1103.177091,0.48358237,0.099263021,2.44E-07,7.76E-06
ENSG00000044115,7910.298526,-0.098553922,0.099644307,0.280148068,0.581179726
ENSG00000044446,356.6890366,-0.238802939,0.115985945,0.021580289,0.110850607
ENSG00000044459,491.4496227,0.201079517,0.169550595,0.133003833,0.378872625
ENSG00000044524,50.38622991,-0.031591156,0.233886926,0.7621152,0.917851564
ENSG00000044574,15387.5003,-0.049719727,0.211036038,0.727720951,0.904540622
ENSG00000046604,29.8111982,0.01701144,0.257289885,0.695742335,0.890115224
ENSG00000046647,351.572593,-0.033230591,0.140363285,0.778173209,0.924006822
ENSG00000046651,549.2564468,-0.026808698,0.196347124,0.833413594,0.945872223
ENSG00000046653,1090.446001,-2.011291373,0.91293878,0.000729735,0.008027088
ENSG00000046889,33.8510131,0.096112339,0.274845368,0.188778634,0.464498508
ENSG00000047056,546.0427926,-0.247188884,0.117304596,0.01852076,0.098775572
ENSG00000047188,704.8034998,-0.161227926,0.10809679,0.099923011,0.31765313
ENSG00000047230,313.6893983,0.013368606,0.145155652,0.912806853,0.973954484
ENSG00000047249,843.6508448,-0.044887067,0.109289977,0.649591123,0.862930223
ENSG00000047315,2258.541555,0.017547133,0.071652536,0.799545443,0.933575972
ENSG00000047346,631.4465879,0.037309487,0.150515489,0.76700999,0.919564389
ENSG00000047365,51.5117423,0.055905335,0.253326835,0.499390655,0.772371252
ENSG00000047410,4537.257141,0.013266473,0.083501449,0.860836319,0.955415656
ENSG00000047457,12.52128356,-0.11877738,0.264710256,0.276701365,0.576737073
ENSG00000047578,789.6656149,0.062533026,0.097562531,0.48983864,0.765234351
ENSG00000047579,237.408875,-0.029800851,0.11901074,0.778867703,0.924137871
ENSG00000047617,11.36526181,-0.091311998,0.250460523,0.398751224,0.695023822
ENSG00000047621,383.0390113,0.290038002,0.157668328,0.026729892,0.129899534
ENSG00000047634,443.9001006,-0.182355035,0.134371479,0.114067928,0.343624478
ENSG00000047644,1543.528929,-0.27182688,0.145997458,0.026974308,0.130736632
ENSG00000047648,456.8338495,-0.017624208,0.196544571,0.889088686,0.965510983
ENSG00000047662,6.219542472,-0.034804542,0.249920703,0.65282445,0.864682512
ENSG00000047849,16216.51277,-0.126768,0.085901053,0.126350063,0.366605396
ENSG00000047932,1414.663038,0.171020032,0.071418529,0.012560834,0.074611356
ENSG00000047936,1.476365872,0.001079361,0.256618079,0.980153105,NA
ENSG00000048028,530.0029244,-0.023386186,0.139005258,0.840476524,0.948027592
ENSG00000048052,371.9398291,0.389273853,0.178496493,0.007508795,0.050105649
ENSG00000048140,894.0748939,-0.204819136,0.107580996,0.036164959,0.160116706
ENSG00000048162,119.8117737,-0.425597693,0.213660947,0.009379041,0.059725865
ENSG00000048342,829.3362492,0.364787398,0.125253398,0.001153383,0.011621713
ENSG00000048392,1406.597573,0.064341498,0.082945961,0.412969147,0.707428332
ENSG00000048405,363.3808927,-0.344581967,0.121593031,0.001596695,0.01504281
ENSG00000048471,2143.317013,-0.316598144,0.23757546,0.049792048,0.199487515
ENSG00000048540,60.06364092,-1.160347171,0.462327496,0.000577173,0.006593087
ENSG00000048544,763.8296484,0.045466803,0.116900245,0.669426651,0.875541628
ENSG00000048545,5.032737182,0.113120288,0.28557906,0.116506953,0.348167894
ENSG00000048649,1564.434486,-0.000944257,0.093972036,0.978127035,0.994339189
ENSG00000048707,3202.391309,-0.584844392,0.17426397,0.000106304,0.001589039
ENSG00000048740,5643.88149,-0.866308071,0.199778421,1.22E-06,3.23E-05
ENSG00000048828,3609.888933,-0.107216109,0.103166918,0.260294614,0.557549955
ENSG00000048991,510.5911768,0.194036745,0.114408371,0.05893773,0.224087062
ENSG00000049089,68.12320855,0.658087243,0.223296119,0.000364955,0.004525588
ENSG00000049130,2911.314117,0.038738276,0.180088841,0.754247838,0.915407818
ENSG00000049167,137.5228225,0.19818944,0.154054047,0.118261514,0.352115873
ENSG00000049192,146.3954378,0.159066804,0.236771877,0.257311887,0.554636462
ENSG00000049239,6159.242922,-0.327772486,0.150212035,0.009827608,0.061929311
ENSG00000049245,3355.949367,-0.139900696,0.095634805,0.113171098,0.34236467
ENSG00000049246,196.0264066,2.090992381,0.289202751,2.19E-14,2.80E-12
ENSG00000049283,12.00359988,0.250362611,0.345791416,0.088599399,0.293579082
ENSG00000049323,20169.37728,-0.679283158,0.098944354,1.50E-12,1.61E-10
ENSG00000049449,4798.241138,0.057495971,0.118785844,0.588192752,0.826517342
ENSG00000049540,7125.059019,-0.634940037,0.435524015,0.009548809,0.060575318
ENSG00000049541,133.8165075,0.287496006,0.16698816,0.034096071,0.153841625
ENSG00000049618,1716.707362,0.115298635,0.122750815,0.299266626,0.601761024
ENSG00000049656,1482.88536,-0.238099477,0.093892944,0.006399416,0.044420775
ENSG00000049759,1212.947382,1.016295725,0.198832721,2.46E-08,1.01E-06
ENSG00000049768,2.422589275,-0.03343137,0.252996015,0.627546771,NA
ENSG00000049769,93.29894597,0.140048171,0.164112297,0.279779707,0.580615
ENSG00000049860,4370.052154,0.002936545,0.138753925,0.983167054,0.995381377
