,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000151465,732.2301281,-0.051591869,0.097533292,0.567160454,0.813955864
ENSG00000151466,155.5285061,0.135595149,0.161327369,0.291983088,0.593748778
ENSG00000151468,101.7522512,-0.024503265,0.254255137,NA,NA
ENSG00000151470,85.50847548,0.495490327,0.199787391,0.002226915,0.019651742
ENSG00000151474,273.9433956,0.133190101,0.213157919,0.338620309,0.642991734
ENSG00000151490,65.26753811,0.186596503,0.241912259,0.200070052,0.481108195
ENSG00000151491,1713.889602,-0.419601375,0.194955648,0.006796685,0.046396207
ENSG00000151498,419.2139479,0.032209915,0.105504957,0.739014567,0.909315208
ENSG00000151500,422.9448721,0.26364792,0.127023471,0.018143297,0.09735446
ENSG00000151502,1093.160251,0.132177042,0.110887012,0.186912147,0.460907495
ENSG00000151503,308.086531,-0.01651345,0.100399948,0.855569265,0.953339589
ENSG00000151532,593.958422,-0.169139322,0.084192197,0.032799676,0.149982767
ENSG00000151552,406.2827554,0.048230685,0.13272197,0.67355301,0.878022729
ENSG00000151553,1315.520337,-0.068025269,0.132415005,0.549859266,0.804084294
ENSG00000151572,51.68887732,-0.254622378,0.286681335,0.105257253,0.328607762
ENSG00000151575,39.86122458,0.446628765,0.363423072,0.026756117,0.129979345
ENSG00000151576,199.9747313,-0.217648711,0.128392431,0.05217032,0.206413998
ENSG00000151611,198.8726089,-0.035143782,0.116617223,0.73505874,0.907765495
ENSG00000151612,560.6699144,0.499853526,0.098316948,7.81E-08,2.82E-06
ENSG00000151617,152.1508013,0.197962385,0.29609464,0.147741208,0.403252813
ENSG00000151623,72.1600296,0.703883261,0.307012756,0.001799219,0.016546418
ENSG00000151632,4663.225875,-0.352159549,0.252326516,0.037459003,0.163726118
ENSG00000151640,133.9618787,0.016800991,0.253006688,0.789299867,0.928735838
ENSG00000151651,21.15088946,0.126621978,0.230337814,0.346829514,0.651112331
ENSG00000151655,4.445891334,0.009306808,0.243766151,0.914597563,0.974233612
ENSG00000151657,202.7779716,0.159508729,0.120201037,0.133566176,0.379390942
ENSG00000151665,146.6312666,-0.174940921,0.139558803,0.139691189,0.390424389
ENSG00000151687,64.9247194,0.037986637,0.160135788,0.764922596,0.919089662
ENSG00000151689,339.1423211,0.275980798,0.127479463,0.014112641,0.080942683
ENSG00000151690,939.0574214,-0.941838736,0.234512448,4.39E-06,0.000100403
ENSG00000151692,15.73087831,-0.042205032,0.252215761,0.577331091,0.82059578
ENSG00000151693,779.7862223,0.083988391,0.196982029,0.52973333,0.791585181
ENSG00000151694,1023.767952,-0.409668555,0.179863487,0.005296369,0.038274562
ENSG00000151702,38.07168524,-0.021421124,0.219033355,0.855183176,0.953245152
ENSG00000151704,1.580921005,0.066852643,0.266701184,0.22147752,NA
ENSG00000151715,1.642976169,-0.039558628,0.258274627,0.472333638,NA
ENSG00000151718,1009.58363,-0.155752445,0.15795972,0.221041562,0.510141399
ENSG00000151725,34.07238501,-0.301086611,0.260082777,0.067595031,0.244832621
ENSG00000151726,1460.144878,-1.56573913,0.179328681,1.49E-19,3.85E-17
ENSG00000151729,361.0186263,-0.395437607,0.319144649,0.033829464,0.153134279
ENSG00000151743,32.11418431,0.665840197,0.29217355,0.002141176,0.019062249
ENSG00000151746,270.9196114,0.164088903,0.159562807,0.20264097,0.484269418
ENSG00000151748,1283.367118,0.116911684,0.146563748,0.33776923,0.642115965
ENSG00000151773,113.9875497,0.032551614,0.189592027,0.804524058,0.935155447
ENSG00000151778,126.331134,-0.035263973,0.152171135,0.773987114,0.922824912
ENSG00000151779,1508.582538,0.352473399,0.082657392,7.24E-06,0.000155865
ENSG00000151789,99.77732577,0.161406229,0.284737596,0.1854779,0.458995099
ENSG00000151790,28.79903692,0.061862429,0.245605947,0.535068932,0.794409762
ENSG00000151806,446.3445418,-0.093320634,0.118111778,0.374382629,0.675065451
ENSG00000151835,3251.892264,0.622227099,0.238286489,0.001033654,0.010628095
ENSG00000151846,324.5195867,-0.043757158,0.159107702,0.727077862,0.904540622
ENSG00000151849,151.9993259,-0.111906132,0.140166796,0.343077576,0.647078552
ENSG00000151876,143.4262567,-0.031865989,0.161735436,0.79987596,0.933659594
ENSG00000151881,187.3771192,0.027212677,0.16126553,0.831186182,0.945298183
ENSG00000151882,88.60016811,0.134911762,0.208301797,0.331629915,0.636469488
ENSG00000151883,333.6606687,0.054423075,0.203099927,0.676930056,0.879450831
ENSG00000151892,1568.829386,0.053638908,0.252018611,0.528669066,0.79098154
ENSG00000151893,1064.156605,-0.578810913,0.170537896,9.77E-05,0.001479355
ENSG00000151914,15420.40703,0.325755401,0.118472097,0.002256663,0.019875526
ENSG00000151917,300.0342974,0.613481246,0.120063728,4.63E-08,1.79E-06
ENSG00000151923,1008.271855,0.040969014,0.083383706,0.604453815,0.83673812
ENSG00000151929,1174.611508,-0.376151459,0.096527448,3.10E-05,0.000551607
ENSG00000151948,1.273679143,0.083748033,0.276637266,0.063807446,NA
ENSG00000151967,13.3780581,-0.030083365,0.228438044,0.789944839,0.928831169
ENSG00000152022,808.9065735,-0.073141156,0.112251915,0.46859804,0.748773213
ENSG00000152042,961.9987475,0.260141614,0.11562927,0.012409033,0.073854943
ENSG00000152049,280.9844454,-0.111291575,0.202933903,0.411480709,0.705812914
ENSG00000152056,22.36979145,0.102267025,0.238519573,0.407735365,0.702246945
ENSG00000152061,589.5445211,-0.02511243,0.10877234,0.800543641,0.934110602
ENSG00000152076,134.958579,0.128547243,0.168003336,0.326810572,0.631206528
ENSG00000152078,55.32612364,0.039591011,0.226708947,0.732995868,0.906820432
ENSG00000152082,207.0715249,-0.223653275,0.159298708,0.084568175,0.284833915
ENSG00000152086,1.385862148,0.006038969,0.255690759,0.897938086,NA
ENSG00000152102,3300.156981,0.010577016,0.075970955,0.883035434,0.962821478
ENSG00000152104,2932.5095,-0.009295098,0.160063704,0.938011502,0.981571904
ENSG00000152117,478.2910286,0.034087393,0.156972135,0.786987239,0.927515768
ENSG00000152127,3335.930536,0.014106238,0.190508368,0.916581432,0.975429147
ENSG00000152133,307.0474827,0.044831791,0.136702798,0.700929443,0.892956805
ENSG00000152137,656.6937585,0.201138732,0.17050805,0.133733374,0.379697154
ENSG00000152147,126.8643906,0.117601255,0.139574268,0.320834702,0.624603728
ENSG00000152154,81.80832187,-0.06457527,0.214086015,0.610105192,0.840224651
ENSG00000152193,159.9016978,-0.094413368,0.120140528,0.374733019,0.675190112
ENSG00000152217,1367.928182,0.130389083,0.131598008,0.252760861,0.549572592
ENSG00000152219,546.470903,0.088596342,0.087249483,0.280684672,0.581760005
ENSG00000152223,3252.008863,-0.276982981,0.158309583,0.033315421,0.151385876
ENSG00000152229,155.3724282,-0.102980194,0.178766033,0.437244333,0.725876196
ENSG00000152234,5147.263348,-0.023491809,0.083005015,0.773281415,0.922347711
ENSG00000152240,270.2267885,0.047208063,0.138615991,0.687504733,0.885647995
ENSG00000152242,392.3280952,-0.143699963,0.09933252,0.116142392,0.347736195
ENSG00000152253,4.424474384,0.042239066,0.247564402,0.627035191,0.849218551
ENSG00000152256,652.7061808,0.075771261,0.199922257,0.568943674,0.815406419
ENSG00000152268,1597.777395,-0.194917083,0.36146741,0.02598637,0.127138825
ENSG00000152270,372.5149048,0.12915688,0.214687977,0.348217239,0.652006361
ENSG00000152284,440.5115977,0.306314788,0.138835077,0.010735376,0.066289297
ENSG00000152291,8207.849557,-0.081480857,0.122092406,0.450724142,0.73605128
ENSG00000152292,6.397188203,-0.01313914,0.243965995,0.875507402,0.959852805
ENSG00000152332,2975.358462,-0.640101211,0.085610364,1.07E-14,1.42E-12
ENSG00000152348,105.0010342,0.025182456,0.191921799,0.847717283,0.950847822
ENSG00000152359,85.4745591,0.22347379,0.170812026,0.097593995,0.312663201
ENSG00000152377,6538.722371,-0.664802972,0.305431527,0.002629564,0.022474794
ENSG00000152380,28.87821688,0.12802073,0.234019345,0.339776044,0.644478479
ENSG00000152382,114.0702315,-0.024456724,0.139034401,0.834135687,0.946033338
ENSG00000152402,74.90477393,0.146898624,0.298220101,0.128326222,0.370113802
ENSG00000152404,254.0355622,0.025514363,0.122713073,0.815659783,0.939772458
ENSG00000152409,950.4805496,-0.014717087,0.13170407,0.895710548,0.968401867
ENSG00000152413,113.9723089,-0.001772807,0.192704196,0.987425051,0.996885727
ENSG00000152422,112.6361275,-0.091086453,0.160672455,0.474235845,0.752868103
ENSG00000152433,58.50608574,0.1492717,0.199261956,0.283414329,0.584608608
ENSG00000152439,159.2037961,0.146356189,0.179949604,0.279708975,0.580615
ENSG00000152443,267.111565,0.078937215,0.119147336,0.456588041,0.740328744
ENSG00000152454,64.89191463,0.084258074,0.164045146,0.512945906,0.782693778
ENSG00000152455,106.5622305,0.074088656,0.156172741,0.555289682,0.807852178
ENSG00000152457,320.6182501,-0.099712683,0.143390462,0.404692742,0.69950704
ENSG00000152463,7.533043628,-3.509579556,0.868837223,6.98E-06,0.000151009
ENSG00000152464,78.48535548,0.065261053,0.155137713,0.602308113,0.835657534
ENSG00000152465,711.4064136,-0.097196813,0.124154503,0.372912958,0.673765611
ENSG00000152467,1.761488699,0.014991932,0.25423603,0.792343836,NA
ENSG00000152475,32.90360901,0.223133225,0.239886418,0.142843777,0.395618679
ENSG00000152484,844.4485024,-0.43890568,0.185656996,0.003741862,0.029283502
ENSG00000152487,8.506695207,0.065055763,0.243306951,0.534306753,0.794096427
ENSG00000152492,2829.122885,-0.095255757,0.138713474,0.414303827,0.708601174
ENSG00000152495,69.11039363,1.26491841,0.207843695,7.88E-11,5.78E-09
ENSG00000152503,1.35584876,-0.013424624,0.256517838,0.764229637,NA
ENSG00000152518,8098.248402,-0.586273807,0.145295213,8.07E-06,0.00017241
ENSG00000152520,640.6162114,0.029227012,0.089196594,0.727989858,0.904540622
ENSG00000152527,880.1431368,-0.149890623,0.240316361,0.273607513,0.573190022
ENSG00000152556,1371.018104,0.217036655,0.092867471,0.012145683,0.072549732
ENSG00000152558,4794.767049,-0.323176433,0.120625994,0.002887536,0.024041125
ENSG00000152580,5992.330674,0.903111309,0.410816507,0.001576709,0.014901012
ENSG00000152582,137.1845654,0.012082897,0.180773273,0.92751469,0.977654274
ENSG00000152583,997.4103543,-4.582622856,0.212148696,9.66E-105,1.75E-100
ENSG00000152601,5822.408983,-0.776257936,0.21008524,2.02E-05,0.000385556
ENSG00000152620,300.0028106,0.166118753,0.145639737,0.171810579,0.440703987
ENSG00000152642,244.5933869,-0.745845741,0.222378564,7.37E-05,0.001158049
ENSG00000152661,2493.321624,0.127191362,0.158627227,0.324033795,0.627900134
ENSG00000152669,1.340600848,-0.063611753,0.269304446,0.073691883,NA
ENSG00000152683,709.0025077,-0.049963195,0.095161878,0.571489667,0.817299493
ENSG00000152684,455.8127262,0.059817139,0.155469103,0.635709334,0.855403001
ENSG00000152689,10.19867183,-0.194590096,0.337315535,0.076048052,0.265311489
ENSG00000152700,997.1815167,-0.253433009,0.13769856,0.032134733,0.147860126
ENSG00000152705,1.630241581,-0.008428716,0.255078873,0.868167881,NA
ENSG00000152726,4973.496575,-0.111035487,0.123786976,0.310154193,0.612805984
ENSG00000152749,282.3721013,-0.102284681,0.162618252,0.424668147,0.716171477
ENSG00000152763,87.17507584,0.101676878,0.184130912,0.448073083,0.734437714
ENSG00000152767,2461.936258,-0.167205375,0.170497585,0.20705401,0.490544986
ENSG00000152778,516.3697428,-0.113045278,0.127690759,0.308538882,0.61110416
ENSG00000152779,45.6803672,-3.79564737,0.689817934,1.85E-09,1.00E-07
ENSG00000152782,85.60822976,0.134261489,0.201129418,0.332683978,0.637170865
ENSG00000152784,892.6786151,0.044297254,0.213865839,0.725011004,0.903495967
ENSG00000152785,10.35962609,-0.035471643,0.240631697,0.711295023,0.897016005
ENSG00000152795,3050.035528,-0.083005498,0.107304527,0.393603072,0.691448353
ENSG00000152804,336.9571446,0.031497669,0.177459772,0.810429756,0.93728413
ENSG00000152818,4172.487091,-0.276713721,0.19957848,0.063326154,0.235050182
ENSG00000152822,2.180614148,0.024724174,0.253969256,0.686383786,NA
ENSG00000152894,2395.025909,0.213179732,0.145485917,0.081633432,0.277946417
ENSG00000152904,545.0717673,0.024894824,0.110319904,0.802719825,0.934854677
ENSG00000152926,423.3263882,0.521068327,0.175179167,0.00049194,0.005802391
ENSG00000152939,17.04618474,0.052521536,0.240912144,0.611122126,0.840739582
ENSG00000152942,454.9238062,0.173341927,0.104230749,0.068886558,0.248241502
ENSG00000152944,409.6866501,-0.110818886,0.097139214,0.21756966,0.506516259
ENSG00000152952,2276.230067,0.126797473,0.226979032,0.349244202,0.652832976
ENSG00000152953,65.78997704,-0.019035833,0.239920982,0.837066496,0.947200047
ENSG00000152990,650.3401286,0.705546499,0.228845561,0.000205885,0.002789848
ENSG00000153006,501.6949737,-0.447115262,0.098049541,1.25E-06,3.30E-05
ENSG00000153012,4.796690346,0.032300238,0.260320862,0.390838807,0.688863378
ENSG00000153015,457.9345474,0.073482794,0.131420536,0.518201663,0.785562675
ENSG00000153029,1499.777096,0.0528089,0.186162616,0.690160354,0.887175574
ENSG00000153037,99.67507303,-0.232753804,0.183183509,0.096291106,0.309748928
ENSG00000153044,50.50812938,0.115060483,0.226282461,0.385214327,0.684323022
ENSG00000153046,491.5687269,0.162540131,0.15928585,0.206981482,0.490453427
ENSG00000153048,1062.742076,-0.180812578,0.142293318,0.131928467,0.376602524
ENSG00000153064,44.29253198,-0.329730764,0.280625564,0.054682295,0.213186818
ENSG00000153066,699.636349,-0.502417072,0.112030652,1.40E-06,3.66E-05
ENSG00000153071,11217.89306,-0.069261647,0.108507961,0.481093533,0.758834367
ENSG00000153086,2.862908896,0.034967026,0.253807388,0.60739445,NA
ENSG00000153093,11.46491738,0.114982411,0.267560193,0.268208525,0.566944063
ENSG00000153094,513.0801425,0.283027425,0.246187097,0.077845011,0.269556205
ENSG00000153107,1107.685472,-0.043176086,0.090043403,0.608381735,0.838752902
ENSG00000153113,6797.805961,-0.329058271,0.106369796,0.000799789,0.008645453
ENSG00000153130,904.4240809,-0.230460368,0.118526066,0.029234816,0.138269012
ENSG00000153132,159.7173371,0.228971093,0.313607853,0.113900749,0.343379548
ENSG00000153140,241.4718931,0.148965542,0.124074858,0.172102721,0.44102339
ENSG00000153147,2484.237884,0.05553954,0.097808298,0.540563019,0.797144746
ENSG00000153157,2.148849003,-0.001421561,0.251922561,0.980773365,NA
ENSG00000153162,132.6203331,-0.113735927,0.280354699,0.174846153,0.445234278
ENSG00000153165,464.6320062,0.085545866,0.157049448,0.498133559,0.771472532
ENSG00000153179,1140.406345,-0.355718579,0.115316198,0.000692546,0.007692739
ENSG00000153187,5771.500013,-0.053893784,0.116965234,0.604633117,0.836832558
ENSG00000153201,3691.769221,-0.088906523,0.08999233,0.296162324,0.598569035
ENSG00000153207,1843.616733,-1.207447234,0.237100494,2.22E-08,9.29E-07
ENSG00000153208,80.19763251,0.624378271,0.676490165,0.014238865,0.081479951
ENSG00000153214,1120.207557,-0.564362422,0.22528269,0.001595069,0.015035314
ENSG00000153233,2.200144588,0.06078838,0.262868476,0.31206508,NA
ENSG00000153234,57.52533965,-0.13732979,0.197288065,0.319132586,0.622628157
ENSG00000153237,25.50340424,0.067786997,0.239387336,0.539246631,0.796370734
ENSG00000153246,1193.086939,-0.053952378,0.175079769,0.676654316,0.879450831
ENSG00000153250,3854.975087,-0.25965321,0.09715334,0.003913264,0.030375581
ENSG00000153253,416.6644814,0.00139847,0.252898415,0.988823547,0.997112258
ENSG00000153283,2.911692933,-0.026733679,0.256141427,0.617605856,NA
ENSG00000153291,536.087773,-0.11551542,0.216244088,0.39148408,0.689467215
ENSG00000153310,212.4322747,-0.106013323,0.129100511,0.344234561,0.648217185
ENSG00000153317,3791.29097,-0.264435757,0.101384283,0.004652176,0.034671897
ENSG00000153339,1126.335035,-0.135621523,0.082346901,0.0814185,0.277423164
ENSG00000153363,55.13571187,0.100155883,0.188784245,0.456216698,0.740019511
ENSG00000153391,47.38399584,0.2709964,0.209927683,0.07398923,0.260031597
ENSG00000153395,1233.681771,-0.156327508,0.199313911,0.258784086,0.556485612
ENSG00000153406,368.7633598,0.029436041,0.122051357,0.785633296,0.926997641
ENSG00000153443,327.2520256,-0.580239186,0.157179757,3.30E-05,0.000583885
ENSG00000153446,9.510618446,0.137987203,0.2903934,0.155670641,0.415596675
ENSG00000153485,41.93176522,-0.065602172,0.193750517,0.615030962,0.843136667
ENSG00000153487,181.59284,-0.042813747,0.11879834,0.684324534,0.883797233
ENSG00000153495,18.71700284,-0.036376144,0.224464256,0.75338347,0.915014961
ENSG00000153531,28.14186318,0.316646566,0.36718769,0.062576297,0.233126625
ENSG00000153551,139.2945859,-0.042902662,0.171961005,0.740264627,0.909457001
ENSG00000153558,230.7518132,0.042527087,0.1575045,0.733596515,0.907020273
ENSG00000153560,1321.858247,-0.206358214,0.079470041,0.006193419,0.043172824
ENSG00000153561,467.1223918,-0.040224682,0.145365265,0.737772935,0.908917189
ENSG00000153574,169.1835289,-0.193841954,0.135712553,0.095627325,0.308604958
ENSG00000153575,395.2438957,0.026495406,0.10709873,0.787047074,0.927515768
ENSG00000153666,102.4230371,0.020109275,0.164362175,0.875712336,0.959903218
ENSG00000153684,2.370669035,0.084899367,0.272679004,0.173402601,NA
ENSG00000153707,1077.121761,0.097569017,0.232205246,0.439860522,0.72782474
ENSG00000153714,756.6691395,0.135203865,0.215827126,0.329428329,0.634043667
ENSG00000153721,424.4926914,0.552633444,0.261889217,0.004295987,0.032592293
ENSG00000153767,205.3221521,-0.140675818,0.12656402,0.203454626,0.485340527
ENSG00000153774,597.1517441,0.007779658,0.089298178,0.926909883,0.97764286
ENSG00000153786,4255.813573,-0.10414853,0.125829853,0.342853932,0.647078552
ENSG00000153789,3.158099466,-0.013240946,0.253702634,0.817249764,NA
ENSG00000153790,105.4540672,-0.18761204,0.187013716,0.176934266,0.447615273
ENSG00000153814,681.7181947,0.097584142,0.146371584,0.422614162,0.71449242
ENSG00000153815,421.5156807,0.204706838,0.138408502,0.083622281,0.282804716
ENSG00000153823,1396.418993,-0.542698992,0.183810413,0.000480564,0.005690438
ENSG00000153827,5196.763599,-0.152307873,0.085306423,0.057836097,0.221572547
ENSG00000153832,98.03010013,0.102771087,0.177328542,0.437955168,0.72613103
ENSG00000153879,380.9125777,0.566854521,0.16536422,9.15E-05,0.001398288
ENSG00000153885,140.5814003,0.039364025,0.254112222,0.575036637,0.819342411
ENSG00000153896,105.4414435,0.057590474,0.151080356,0.640535704,0.857756327
ENSG00000153898,66.70150211,-0.133692538,0.268679329,0.248280975,0.543906461
ENSG00000153902,29.58169054,0.06572319,0.237479573,0.557696006,0.808292928
ENSG00000153904,3072.491351,-1.172501512,0.340110016,3.13E-05,0.000556569
ENSG00000153914,1585.380751,0.084368207,0.106690962,0.386529294,0.684971837
ENSG00000153922,596.5233537,-0.021405215,0.122142932,0.841653575,0.94816447
ENSG00000153930,5.293051989,0.047903906,0.252854933,0.543437902,0.799794027
ENSG00000153933,131.7255378,-0.159481625,0.150425721,0.198513272,0.478637174
ENSG00000153936,1557.844229,-0.692064827,0.284388986,0.001318873,0.012943674
ENSG00000153944,657.7334383,0.008771071,0.140580775,0.942260587,0.982584238
ENSG00000153956,1337.350682,0.059895039,0.128338842,0.592925064,0.829862922
ENSG00000153975,129.7981569,-0.14243288,0.173562484,0.28428179,0.585398181
ENSG00000153976,173.0688178,-0.310283459,0.212299074,0.045619445,0.187676319
ENSG00000153982,17.24137301,0.131245401,0.251863558,0.301059602,0.603599027
ENSG00000153989,1104.959543,-0.297877431,0.133609779,0.01042215,0.064819118
ENSG00000153993,709.2617187,0.196620548,0.275968874,0.167927475,0.434124152
ENSG00000154001,1056.810233,-0.193235794,0.086916678,0.017849144,0.096356659
ENSG00000154027,746.134253,-0.820234206,0.291669885,0.000364486,0.004522876
ENSG00000154035,1336.416939,-0.133625644,0.15711619,0.291215644,0.592928159
ENSG00000154040,80.86006146,-0.015038109,0.199142048,0.904684246,0.971038834
ENSG00000154059,792.6948421,0.058875019,0.104249419,0.537877343,0.795877476
ENSG00000154065,411.6070547,0.083416901,0.218411251,0.519626413,0.786371227
ENSG00000154079,115.5261437,0.071160613,0.146190187,0.555961449,0.808000666
ENSG00000154096,7429.597479,0.074973351,0.211813575,0.566071944,0.813498414
ENSG00000154099,2.821826176,0.028034977,0.251810366,0.690204273,NA
ENSG00000154102,70.34068035,0.909048608,0.212851374,1.65E-06,4.24E-05
ENSG00000154114,637.3680974,-0.262761429,0.085469619,0.001104395,0.011246947
ENSG00000154118,1.242733726,-0.028759148,0.257581021,0.557937713,NA
ENSG00000154122,690.0204668,-0.005752979,0.129444624,0.949017876,0.984784745
ENSG00000154124,388.2847395,-0.134280491,0.118640787,0.202517843,0.484166768
ENSG00000154127,416.1658886,-1.007777907,0.265256077,9.91E-06,0.000206572
ENSG00000154133,5.037907188,0.239240797,0.418214638,0.022159955,0.113186328
ENSG00000154134,186.2664772,0.55820341,0.174196799,0.00020511,0.002781419
ENSG00000154144,849.0329685,-0.077072413,0.110094018,0.438412875,0.726424552
ENSG00000154146,16.44291277,0.047161569,0.254742693,0.521259742,0.787398675
ENSG00000154153,19.70104972,-0.097664373,0.249402775,0.387649713,0.685844711
ENSG00000154162,1.871048462,-0.01347214,0.253652219,0.8130846,NA
ENSG00000154174,1437.519293,0.060998264,0.088082504,0.462112939,0.744004304
ENSG00000154175,7015.85574,-0.104945378,0.189588833,0.439769174,0.727806534
ENSG00000154188,2780.782164,-0.260795202,0.304087019,0.100824147,0.319620484
ENSG00000154217,190.2957666,-0.787105626,0.212572332,1.98E-05,0.000379259
ENSG00000154222,691.5031649,-0.247961854,0.111217634,0.013688922,0.079436964
ENSG00000154229,3610.502595,-0.146616426,0.162046551,0.252505713,0.549441028
ENSG00000154237,1089.00196,-0.038687664,0.117034469,0.709786454,0.896445021
ENSG00000154240,243.4404246,-0.230248582,0.199969944,0.113081948,0.342249524
ENSG00000154258,1904.605444,-0.121529437,0.210997625,0.370063636,0.670645483
ENSG00000154262,2397.060396,-0.987607286,0.170579318,5.54E-10,3.38E-08
ENSG00000154263,153.5535417,1.276150131,0.323128327,4.32E-06,9.89E-05
ENSG00000154265,433.0805963,0.037588379,0.182823757,0.775189558,0.923589979
ENSG00000154269,3.928200362,0.024084442,0.246698941,0.769106551,NA
ENSG00000154274,1.534255256,0.054629648,0.262924624,0.293254846,NA
ENSG00000154277,4538.413556,0.06648085,0.196070366,0.618752377,0.845327134
ENSG00000154305,2074.071679,0.144267505,0.08403768,0.069070545,0.24862926
ENSG00000154309,429.5389426,0.114066232,0.221197318,0.39582138,0.692753207
ENSG00000154310,763.3392822,1.061101366,0.197940762,6.14E-09,2.91E-07
ENSG00000154319,89.76160529,-0.867281821,0.25134105,4.55E-05,0.000765479
ENSG00000154328,191.9180512,0.123895064,0.127696356,0.265688076,0.563638276
ENSG00000154330,2367.246053,0.106296243,0.190934432,0.43403453,0.7237371
ENSG00000154358,268.8998632,0.081265852,0.257622104,0.382240232,0.681453352
ENSG00000154359,258.3738316,0.324041491,0.155642523,0.013089923,0.076872005
ENSG00000154370,252.2162988,0.032156147,0.156496617,0.798402662,0.933083539
ENSG00000154380,4948.704803,-0.229050898,0.162328596,0.080481592,0.275272641
ENSG00000154429,125.9945303,0.349657896,0.168176753,0.011677752,0.070459484
ENSG00000154447,561.100466,-0.089654648,0.134658138,0.436805874,0.725553499
ENSG00000154451,4.594779698,0.13063165,0.293983146,0.109816074,0.336753184
ENSG00000154473,1347.381769,-0.088980125,0.07986029,0.239923678,0.535012765
ENSG00000154479,32.69318042,-0.737368426,0.554587371,0.008747783,0.056502902
ENSG00000154485,1.611135693,-0.047692418,0.261383877,0.343113538,NA
ENSG00000154493,1.84385964,0.037349114,0.258749508,0.472271923,NA
ENSG00000154511,1687.947123,0.043818543,0.127612558,0.69469007,0.889511626
ENSG00000154518,1332.666085,-0.047670096,0.091726198,0.577638178,0.820779666
ENSG00000154529,163.9982466,-0.034776942,0.257760055,0.508026481,0.779098693
ENSG00000154537,6.71516045,-0.000217307,0.242438477,0.996311645,0.999179522
ENSG00000154545,1059.610198,0.257891741,0.188299079,0.073399225,0.258610221
ENSG00000154548,6.725427775,-0.0159848,0.246550223,0.839714856,0.94779852
ENSG00000154553,170.2920158,0.009350061,0.235661803,0.926549527,0.97764286
ENSG00000154556,33.10917546,-0.029877529,0.258546387,0.50621059,0.777374682
ENSG00000154582,682.3270415,-0.243412324,0.088789862,0.003446661,0.027556557
ENSG00000154589,124.2889601,0.41095451,0.273886786,0.023411468,0.117720111
ENSG00000154608,825.907524,0.54065071,0.154464763,7.79E-05,0.0012134
ENSG00000154620,2.686907313,-0.011071209,0.253700421,0.844574107,NA
ENSG00000154639,8.450470154,0.102433443,0.26996674,0.255305742,0.552349429
ENSG00000154640,488.8208344,-0.044413703,0.100424211,0.630505463,0.852071272
ENSG00000154642,215.3568419,-0.067632906,0.131032215,0.549113496,0.803889884
ENSG00000154645,2.370246199,-0.024285494,0.254019188,0.689375502,NA
ENSG00000154654,1333.908326,0.631750865,0.278745884,0.002380656,0.020745714
ENSG00000154655,2.577128543,0.033619936,0.259292355,0.451443866,NA
ENSG00000154678,847.8071893,0.027961142,0.190250907,0.83218381,0.945681559
ENSG00000154710,39.59193541,-0.113245035,0.217242427,0.3994826,0.695365642
ENSG00000154719,207.0172124,-0.056896301,0.126499392,0.605695867,0.837130263
ENSG00000154721,602.1881111,-0.063049322,0.249764594,0.49690324,0.770798452
ENSG00000154723,633.9643888,-0.076533593,0.093599007,0.379637751,0.679746583
ENSG00000154727,795.4483566,0.15624446,0.114286405,0.127923586,0.369364763
ENSG00000154734,30314.4641,-2.237555451,0.258418492,2.45E-19,6.08E-17
ENSG00000154736,3780.432681,-1.95520735,0.431572003,2.68E-07,8.39E-06
ENSG00000154743,159.3344134,-0.437192743,0.138335338,0.000370748,0.00458532
ENSG00000154760,120.8743955,-0.024169155,0.177057314,0.850856001,0.951981802
ENSG00000154767,1481.43664,0.535597073,0.092801931,1.49E-09,8.25E-08
ENSG00000154781,401.343732,0.050796268,0.094850396,0.565623725,0.81331707
ENSG00000154783,24.66217331,0.049152381,0.253795573,0.523646358,0.788155121
ENSG00000154803,991.2323236,0.138356421,0.174097219,0.303637908,0.60650584
ENSG00000154813,839.3599854,-0.423813292,0.121953966,0.000130808,0.001895882
ENSG00000154814,109.0755957,-0.206869321,0.158433666,0.107627331,0.332801562
ENSG00000154822,288.0160336,-0.011930029,0.142586751,0.919076292,0.975925749
ENSG00000154832,735.4896534,-0.01226367,0.116204762,0.911986226,0.973527634
ENSG00000154839,18.87791686,0.382177794,0.524435809,0.033020734,0.150676866
ENSG00000154845,1529.621283,-0.131623895,0.104733619,0.168634916,0.435137345
ENSG00000154856,1452.332632,-1.233082853,0.763595564,0.00294559,0.024412289
ENSG00000154864,153.2293436,2.110069513,0.842830135,0.00038071,0.004688864
ENSG00000154874,340.7193355,0.025269141,0.192901576,0.847540042,0.95072677
ENSG00000154889,475.8389951,-0.248348962,0.101182155,0.007463219,0.049907368
ENSG00000154898,112.3818964,0.019913983,0.228848983,0.858913352,0.954624103
ENSG00000154914,6.998846718,-0.473399246,0.883826472,0.017979777,0.096716041
ENSG00000154917,44.13862884,0.410158091,0.259674871,0.02140143,0.110213106
ENSG00000154920,9.70404761,0.149476772,0.282323446,0.194586136,0.473133408
ENSG00000154928,9.512321005,0.077059236,0.246595604,0.466640825,0.747822364
ENSG00000154930,670.0322643,-1.782402507,0.311888403,5.60E-10,3.40E-08
ENSG00000154945,935.7138877,-0.338755815,0.082618654,1.58E-05,0.000311325
