GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0051341	regulation of oxidoreductase activity	12	2	0.82	0.19452
GO:0072531	pyrimidine-containing compound transmemb...	12	2	0.82	0.19452
GO:0003198	epithelial to mesenchymal transition inv...	12	2	0.82	0.19452
GO:0014059	regulation of dopamine secretion	12	2	0.82	0.19452
GO:1903671	negative regulation of sprouting angioge...	12	2	0.82	0.19452
GO:0043278	response to morphine	12	2	0.82	0.19452
GO:0009437	carnitine metabolic process	12	2	0.82	0.19452
GO:0009120	deoxyribonucleoside metabolic process	12	2	0.82	0.19452
GO:0043605	amide catabolic process	12	2	0.82	0.19452
GO:1900038	negative regulation of cellular response...	12	2	0.82	0.19452
GO:0032026	response to magnesium ion	12	2	0.82	0.19452
GO:0042984	regulation of amyloid precursor protein ...	12	2	0.82	0.19452
GO:0050855	regulation of B cell receptor signaling ...	12	2	0.82	0.19452
GO:0036295	cellular response to increased oxygen le...	12	2	0.82	0.19452
GO:0002903	negative regulation of B cell apoptotic ...	12	2	0.82	0.19452
GO:1903427	negative regulation of reactive oxygen s...	12	2	0.82	0.19452
GO:0042221	response to chemical	2577	226	175.33	0.19560
GO:0009791	post-embryonic development	76	8	5.17	0.19679
GO:0030030	cell projection organization	1302	102	88.58	0.19685
GO:0032755	positive regulation of interleukin-6 pro...	70	7	4.76	0.19726
GO:0060976	coronary vasculature development	40	5	2.72	0.19766
GO:0030308	negative regulation of cell growth	136	13	9.25	0.19793
GO:0051781	positive regulation of cell division	72	5	4.9	0.19890
GO:0010906	regulation of glucose metabolic process	90	13	6.12	0.20068
GO:0007422	peripheral nervous system development	68	7	4.63	0.20288
GO:1903828	negative regulation of protein localizat...	174	14	11.84	0.20298
GO:0035235	ionotropic glutamate receptor signaling ...	23	3	1.56	0.20333
GO:0035774	positive regulation of insulin secretion...	23	3	1.56	0.20333
GO:0030878	thyroid gland development	23	3	1.56	0.20333
GO:0010592	positive regulation of lamellipodium ass...	23	3	1.56	0.20333
GO:0010575	positive regulation of vascular endothel...	23	3	1.56	0.20333
GO:0003281	ventricular septum development	57	5	3.88	0.20349
GO:0048514	blood vessel morphogenesis	500	75	34.02	0.20379
GO:0090263	positive regulation of canonical Wnt sig...	96	9	6.53	0.20510
GO:0007507	heart development	481	48	32.72	0.20887
GO:0070588	calcium ion transmembrane transport	212	24	14.42	0.21054
GO:0043069	negative regulation of programmed cell d...	701	71	47.69	0.21085
GO:0007266	Rho protein signal transduction	126	14	8.57	0.21095
GO:0060612	adipose tissue development	58	8	3.95	0.21097
GO:0061001	regulation of dendritic spine morphogene...	35	4	2.38	0.21244
GO:0050679	positive regulation of epithelial cell p...	146	20	9.93	0.21568
GO:0043588	skin development	190	25	12.93	0.21589
GO:0030500	regulation of bone mineralization	60	13	4.08	0.21702
GO:0072593	reactive oxygen species metabolic proces...	170	21	11.57	0.21727
GO:0042327	positive regulation of phosphorylation	202	19	13.74	0.21845
GO:0007631	feeding behavior	40	8	2.72	0.21846
GO:1904036	negative regulation of epithelial cell a...	19	4	1.29	0.21948
GO:0060039	pericardium development	13	2	0.88	0.22011
GO:0051044	positive regulation of membrane protein ...	13	2	0.88	0.22011
GO:1900748	positive regulation of vascular endothel...	13	2	0.88	0.22011
GO:0071318	cellular response to ATP	13	2	0.88	0.22011
GO:0099505	regulation of presynaptic membrane poten...	13	2	0.88	0.22011
GO:0007271	synaptic transmission, cholinergic	13	2	0.88	0.22011
GO:0042053	regulation of dopamine metabolic process	13	2	0.88	0.22011
GO:1903587	regulation of blood vessel endothelial c...	13	2	0.88	0.22011
GO:0002091	negative regulation of receptor internal...	13	2	0.88	0.22011
GO:0060856	establishment of blood-brain barrier	13	2	0.88	0.22011
GO:0034392	negative regulation of smooth muscle cel...	13	2	0.88	0.22011
GO:0006596	polyamine biosynthetic process	13	2	0.88	0.22011
GO:0045176	apical protein localization	13	2	0.88	0.22011
GO:0030497	fatty acid elongation	13	2	0.88	0.22011
GO:2000318	positive regulation of T-helper 17 type ...	13	2	0.88	0.22011
GO:0070166	enamel mineralization	13	2	0.88	0.22011
GO:0034638	phosphatidylcholine catabolic process	13	2	0.88	0.22011
GO:0010818	T cell chemotaxis	13	2	0.88	0.22011
GO:0070207	protein homotrimerization	13	2	0.88	0.22011
GO:0030539	male genitalia development	13	2	0.88	0.22011
GO:1990778	protein localization to cell periphery	300	20	20.41	0.22073
GO:0042220	response to cocaine	32	5	2.18	0.22073
GO:0001889	liver development	105	10	7.14	0.22138
GO:0089718	amino acid import across plasma membrane	36	4	2.45	0.22139
GO:0034249	negative regulation of amide metabolic p...	24	3	1.63	0.22149
GO:0015012	heparan sulfate proteoglycan biosyntheti...	24	3	1.63	0.22149
GO:0045671	negative regulation of osteoclast differ...	24	3	1.63	0.22149
GO:0006913	nucleocytoplasmic transport	311	16	21.16	0.22265
GO:0071805	potassium ion transmembrane transport	114	14	7.76	0.22280
GO:0050714	positive regulation of protein secretion	109	12	7.42	0.22399
GO:0009749	response to glucose	142	15	9.66	0.22475
GO:0006898	receptor-mediated endocytosis	214	18	14.56	0.22480
GO:0050793	regulation of developmental process	1849	192	125.8	0.22530
GO:0042149	cellular response to glucose starvation	48	5	3.27	0.22604
GO:0021549	cerebellum development	87	7	5.92	0.22745
GO:0034976	response to endoplasmic reticulum stress	259	15	17.62	0.22922
GO:0070371	ERK1 and ERK2 cascade	225	24	15.31	0.23583
GO:0006952	defense response	1241	91	84.43	0.23673
GO:0055088	lipid homeostasis	131	18	8.91	0.23710
GO:0043525	positive regulation of neuron apoptotic ...	49	5	3.33	0.23883
GO:0048146	positive regulation of fibroblast prolif...	49	5	3.33	0.23883
GO:0001676	long-chain fatty acid metabolic process	75	7	5.1	0.23962
GO:1902042	negative regulation of extrinsic apoptot...	25	3	1.7	0.23995
GO:0048741	skeletal muscle fiber development	25	3	1.7	0.23995
GO:0032733	positive regulation of interleukin-10 pr...	25	3	1.7	0.23995
GO:0071404	cellular response to low-density lipopro...	25	3	1.7	0.23995
GO:0019369	arachidonate metabolic process	25	3	1.7	0.23995
GO:0035331	negative regulation of hippo signaling	25	3	1.7	0.23995
GO:0007163	establishment or maintenance of cell pol...	200	14	13.61	0.24045
GO:0032970	regulation of actin filament-based proce...	327	42	22.25	0.24051
GO:0006796	phosphate-containing compound metabolic ...	1578	136	107.36	0.24065
GO:0007169	cell surface receptor protein tyrosine k...	517	66	35.17	0.24100
GO:0060048	cardiac muscle contraction	102	18	6.94	0.24163
GO:0045663	positive regulation of myoblast differen...	37	4	2.52	0.24213
GO:0048608	reproductive structure development	224	27	15.24	0.24269
GO:0001704	formation of primary germ layer	98	16	6.67	0.24336
GO:0046683	response to organophosphorus	84	14	5.71	0.24364
GO:0016125	sterol metabolic process	129	17	8.78	0.24365
GO:0001763	morphogenesis of a branching structure	159	19	10.82	0.24366
GO:0010721	negative regulation of cell development	188	19	12.79	0.24371
GO:1901292	nucleoside phosphate catabolic process	161	17	10.95	0.24378
GO:0005977	glycogen metabolic process	73	11	4.97	0.24381
GO:0046434	organophosphate catabolic process	206	21	14.02	0.24397
GO:0002573	myeloid leukocyte differentiation	182	19	12.38	0.24407
GO:0022412	cellular process involved in reproductio...	276	24	18.78	0.24413
GO:0003382	epithelial cell morphogenesis	25	7	1.7	0.24413
GO:0010596	negative regulation of endothelial cell ...	45	8	3.06	0.24428
GO:1904385	cellular response to angiotensin	32	7	2.18	0.24433
GO:0002683	negative regulation of immune system pro...	388	31	26.4	0.24438
GO:0010742	macrophage derived foam cell differentia...	28	7	1.9	0.24449
GO:0050892	intestinal absorption	26	6	1.77	0.24459
GO:0006518	peptide metabolic process	56	8	3.81	0.24460
GO:0051262	protein tetramerization	71	9	4.83	0.24461
GO:0042158	lipoprotein biosynthetic process	38	7	2.59	0.24466
GO:0043270	positive regulation of monoatomic ion tr...	116	12	7.89	0.24474
GO:0038065	collagen-activated signaling pathway	14	5	0.95	0.24476
GO:0006497	protein lipidation	34	6	2.31	0.24482
GO:0060350	endochondral bone morphogenesis	50	7	3.4	0.24488
GO:0001765	membrane raft assembly	12	4	0.82	0.24499
GO:0045616	regulation of keratinocyte differentiati...	28	5	1.9	0.24508
GO:0036303	lymph vessel morphogenesis	19	4	1.29	0.24511
GO:0061014	positive regulation of mRNA catabolic pr...	109	10	7.42	0.24514
GO:0035850	epithelial cell differentiation involved...	36	5	2.45	0.24515
GO:0048066	developmental pigmentation	36	5	2.45	0.24515
GO:0030042	actin filament depolymerization	51	6	3.47	0.24516
GO:0060396	growth hormone receptor signaling pathwa...	22	4	1.5	0.24517
GO:0097254	renal tubular secretion	13	3	0.88	0.24527
GO:0097709	connective tissue replacement	14	3	0.95	0.24529
GO:0007263	nitric oxide mediated signal transductio...	15	3	1.02	0.24530
GO:0002902	regulation of B cell apoptotic process	16	3	1.09	0.24532
GO:0060438	trachea development	17	3	1.16	0.24534
GO:0032411	positive regulation of transporter activ...	33	4	2.25	0.24536
GO:0031639	plasminogen activation	20	3	1.36	0.24539
GO:0002823	negative regulation of adaptive immune r...	39	4	2.65	0.24547
GO:0031952	regulation of protein autophosphorylatio...	10	2	0.68	0.24548
GO:0002643	regulation of tolerance induction	10	2	0.68	0.24548
GO:0048609	multicellular organismal reproductive pr...	658	46	44.77	0.24549
GO:0010988	regulation of low-density lipoprotein pa...	11	2	0.75	0.24549
GO:2000345	regulation of hepatocyte proliferation	11	2	0.75	0.24549
GO:0044090	positive regulation of vacuole organizat...	26	3	1.77	0.24550
GO:0060972	left/right pattern formation	100	8	6.8	0.24551
GO:0007530	sex determination	12	2	0.82	0.24551
GO:0060761	negative regulation of response to cytok...	72	6	4.9	0.24553
GO:0035864	response to potassium ion	14	2	0.95	0.24555
GO:0003177	pulmonary valve development	16	2	1.09	0.24558
GO:0020027	hemoglobin metabolic process	16	2	1.09	0.24558
GO:0051150	regulation of smooth muscle cell differe...	31	3	2.11	0.24559
GO:0007350	blastoderm segmentation	17	2	1.16	0.24560
GO:1903052	positive regulation of proteolysis invol...	122	9	8.3	0.24564
GO:0043267	negative regulation of potassium ion tra...	20	2	1.36	0.24566
GO:0002707	negative regulation of lymphocyte mediat...	37	3	2.52	0.24570
GO:0044058	regulation of digestive system process	20	3	1.36	0.24570
GO:0110154	RNA decapping	23	2	1.56	0.24571
GO:2000050	regulation of non-canonical Wnt signalin...	24	2	1.63	0.24573
GO:1905330	regulation of morphogenesis of an epithe...	51	5	3.47	0.24575
GO:2000516	positive regulation of CD4-positive, alp...	26	2	1.77	0.24576
GO:0003094	glomerular filtration	22	3	1.5	0.24576
GO:0034763	negative regulation of transmembrane tra...	81	7	5.51	0.24577
GO:0001941	postsynaptic membrane organization	37	4	2.52	0.24577
GO:0006024	glycosaminoglycan biosynthetic process	23	3	1.56	0.24579
GO:0045191	regulation of isotype switching	31	2	2.11	0.24585
GO:0032717	negative regulation of interleukin-8 pro...	14	2	0.95	0.24596
GO:0050995	negative regulation of lipid catabolic p...	14	2	0.95	0.24596
GO:1903861	positive regulation of dendrite extensio...	14	2	0.95	0.24596
GO:1902166	negative regulation of intrinsic apoptot...	14	2	0.95	0.24596
GO:0002026	regulation of the force of heart contrac...	14	2	0.95	0.24596
GO:0060716	labyrinthine layer blood vessel developm...	14	2	0.95	0.24596
GO:0034355	NAD+ biosynthetic process via the salvag...	14	2	0.95	0.24596
GO:0034333	adherens junction assembly	14	2	0.95	0.24596
GO:0018230	peptidyl-L-cysteine S-palmitoylation	14	2	0.95	0.24596
GO:0043651	linoleic acid metabolic process	14	2	0.95	0.24596
GO:0061042	vascular wound healing	14	2	0.95	0.24596
GO:0046512	sphingosine biosynthetic process	14	2	0.95	0.24596
GO:0170043	non-proteinogenic amino acid biosyntheti...	14	2	0.95	0.24596
GO:0045217	cell-cell junction maintenance	14	2	0.95	0.24596
GO:1900025	negative regulation of substrate adhesio...	14	2	0.95	0.24596
GO:0010759	positive regulation of macrophage chemot...	14	2	0.95	0.24596
GO:0033762	response to glucagon	14	2	0.95	0.24596
GO:0030540	female genitalia development	14	2	0.95	0.24596
GO:0040037	negative regulation of fibroblast growth...	14	2	0.95	0.24596
GO:0060026	convergent extension	14	2	0.95	0.24596
GO:0033120	positive regulation of RNA splicing	36	3	2.45	0.24617
GO:0009887	animal organ morphogenesis	731	87	49.73	0.24756
GO:0042472	inner ear morphogenesis	74	9	5.03	0.24998
GO:0071333	cellular response to glucose stimulus	106	11	7.21	0.25011
GO:0007154	cell communication	4462	400	303.57	0.25017
GO:0002027	regulation of heart rate	68	13	4.63	0.25451
GO:0097191	extrinsic apoptotic signaling pathway	199	21	13.54	0.25500
GO:0048661	positive regulation of smooth muscle cel...	70	9	4.76	0.25537
GO:0015718	monocarboxylic acid transport	111	13	7.55	0.25619
GO:0032024	positive regulation of insulin secretion	61	7	4.15	0.25633
GO:0048255	mRNA stabilization	62	7	4.22	0.25775
GO:0055013	cardiac muscle cell development	66	7	4.49	0.25790
GO:0072348	sulfur compound transport	54	6	3.67	0.25801
GO:0007157	heterophilic cell-cell adhesion via plas...	26	3	1.77	0.25865
GO:0032570	response to progesterone	26	3	1.77	0.25865
GO:0060122	inner ear receptor cell stereocilium org...	26	3	1.77	0.25865
GO:2000463	positive regulation of excitatory postsy...	26	3	1.77	0.25865
GO:0030890	positive regulation of B cell proliferat...	26	3	1.77	0.25865
GO:0050918	positive chemotaxis	47	4	3.2	0.25889
GO:0009611	response to wounding	425	49	28.91	0.25898
GO:0010467	gene expression	4998	271	340.04	0.26320
GO:0048513	animal organ development	2197	233	149.47	0.26574
GO:0030968	endoplasmic reticulum unfolded protein r...	86	6	5.85	0.26606
GO:0031647	regulation of protein stability	332	16	22.59	0.26640
GO:0019395	fatty acid oxidation	93	13	6.33	0.26925
GO:0030509	BMP signaling pathway	121	14	8.23	0.26951
GO:0002028	regulation of sodium ion transport	50	8	3.4	0.27022
GO:0072337	modified amino acid transport	30	6	2.04	0.27052
GO:0031641	regulation of myelination	38	6	2.59	0.27077
GO:0030879	mammary gland development	112	11	7.62	0.27078
GO:0007281	germ cell development	254	21	17.28	0.27096
GO:0046849	bone remodeling	67	7	4.56	0.27122
GO:0090102	cochlea development	34	4	2.31	0.27157
GO:0043473	pigmentation	94	8	6.4	0.27161
GO:0008347	glial cell migration	52	5	3.54	0.27168
GO:0051602	response to electrical stimulus	23	3	1.56	0.27169
GO:0042059	negative regulation of epidermal growth ...	25	3	1.7	0.27175
GO:0055119	relaxation of cardiac muscle	15	2	1.02	0.27190
GO:0006044	N-acetylglucosamine metabolic process	15	2	1.02	0.27190
GO:0071391	cellular response to estrogen stimulus	15	2	1.02	0.27190
GO:0007274	neuromuscular synaptic transmission	15	2	1.02	0.27190
GO:0043117	positive regulation of vascular permeabi...	15	2	1.02	0.27190
GO:0031643	positive regulation of myelination	15	2	1.02	0.27190
GO:0042104	positive regulation of activated T cell ...	15	2	1.02	0.27190
GO:0034122	negative regulation of toll-like recepto...	15	2	1.02	0.27190
GO:0006541	glutamine metabolic process	15	2	1.02	0.27190
GO:0036035	osteoclast development	15	2	1.02	0.27190
GO:0010763	positive regulation of fibroblast migrat...	15	2	1.02	0.27190
GO:0050872	white fat cell differentiation	15	2	1.02	0.27190
GO:0097623	potassium ion export across plasma membr...	15	2	1.02	0.27190
GO:0032008	positive regulation of TOR signaling	83	6	5.65	0.27219
GO:1902475	L-alpha-amino acid transmembrane transpo...	55	4	3.74	0.27224
GO:0032509	endosome transport via multivesicular bo...	41	3	2.79	0.27226
GO:0042311	vasodilation	39	4	2.65	0.27268
GO:0010972	negative regulation of G2/M transition o...	68	3	4.63	0.27311
GO:0001894	tissue homeostasis	191	21	12.99	0.27333
GO:0010646	regulation of cell communication	2740	242	186.42	0.27523
GO:0009154	purine ribonucleotide catabolic process	113	11	7.69	0.27622
GO:0006661	phosphatidylinositol biosynthetic proces...	107	9	7.28	0.27719
GO:0007097	nuclear migration	27	3	1.84	0.27753
GO:0009566	fertilization	131	9	8.91	0.27818
GO:0009653	anatomical structure morphogenesis	2014	228	137.02	0.27870
GO:0042592	homeostatic process	1293	136	87.97	0.28071
GO:0048568	embryonic organ development	328	29	22.32	0.28411
GO:0006629	lipid metabolic process	1043	111	70.96	0.28674
GO:0016485	protein processing	185	17	12.59	0.28763
GO:0015914	phospholipid transport	84	7	5.71	0.28819
GO:0001843	neural tube closure	79	7	5.37	0.29051
GO:0044272	sulfur compound biosynthetic process	104	15	7.08	0.29219
GO:0002040	sprouting angiogenesis	117	14	7.96	0.29339
GO:0099537	trans-synaptic signaling	514	46	34.97	0.29367
GO:0009063	amino acid catabolic process	80	15	5.44	0.29424
GO:1901701	cellular response to oxygen-containing c...	895	92	60.89	0.29443
GO:0010827	regulation of D-glucose transmembrane tr...	61	13	4.15	0.29446
GO:0006631	fatty acid metabolic process	309	34	21.02	0.29469
GO:0046324	regulation of D-glucose import	46	11	3.13	0.29476
GO:0086003	cardiac muscle cell contraction	63	12	4.29	0.29481
GO:0009308	amine metabolic process	68	12	4.63	0.29491
GO:0006576	biogenic amine metabolic process	58	11	3.95	0.29501
GO:0006111	regulation of gluconeogenesis	47	6	3.2	0.29545
GO:0086005	ventricular cardiac muscle cell action p...	23	7	1.56	0.29551
GO:0003176	aortic valve development	32	7	2.18	0.29570
GO:1900744	regulation of p38MAPK cascade	33	7	2.25	0.29572
GO:0003179	heart valve morphogenesis	48	8	3.27	0.29572
GO:0034405	response to fluid shear stress	40	7	2.72	0.29587
GO:1901889	negative regulation of cell junction ass...	31	6	2.11	0.29598
GO:0045604	regulation of epidermal cell differentia...	38	6	2.59	0.29613
GO:0043403	skeletal muscle tissue regeneration	34	4	2.31	0.29616
GO:0014819	regulation of skeletal muscle contractio...	11	4	0.75	0.29618
GO:0060713	labyrinthine layer morphogenesis	13	4	0.88	0.29622
GO:0007585	respiratory gaseous exchange by respirat...	57	8	3.88	0.29622
GO:0009584	detection of visible light	17	4	1.16	0.29631
GO:0120192	tight junction assembly	48	6	3.27	0.29634
GO:0030195	negative regulation of blood coagulation	34	5	2.31	0.29635
GO:0001892	embryonic placenta development	61	8	4.15	0.29636
GO:1902993	positive regulation of amyloid precursor...	22	4	1.5	0.29641
GO:0045577	regulation of B cell differentiation	22	4	1.5	0.29641
GO:1903707	negative regulation of hemopoiesis	83	8	5.65	0.29645
GO:1905868	regulation of 3'-UTR-mediated mRNA stabi...	11	3	0.75	0.29649
GO:0060071	Wnt signaling pathway, planar cell polar...	42	4	2.86	0.29650
GO:0072109	glomerular mesangium development	12	3	0.82	0.29651
GO:0071392	cellular response to estradiol stimulus	28	3	1.9	0.29653
GO:0046676	negative regulation of insulin secretion	28	3	1.9	0.29653
GO:0048147	negative regulation of fibroblast prolif...	28	3	1.9	0.29653
GO:0022612	gland morphogenesis	102	9	6.94	0.29654
GO:0060841	venous blood vessel development	14	3	0.95	0.29655
GO:0044546	NLRP3 inflammasome complex assembly	44	5	2.99	0.29656
GO:0098868	bone growth	30	4	2.04	0.29658
GO:0045010	actin nucleation	46	5	3.13	0.29660
GO:0046661	male sex differentiation	120	10	8.16	0.29661
GO:0046850	regulation of bone remodeling	33	4	2.25	0.29664
GO:0006670	sphingosine metabolic process	19	3	1.29	0.29665
GO:1900180	regulation of protein localization to nu...	137	11	9.32	0.29666
GO:0048499	synaptic vesicle membrane organization	23	3	1.56	0.29674
GO:0006637	acyl-CoA metabolic process	88	9	5.99	0.29677
GO:0090174	organelle membrane fusion	113	9	7.69	0.29677
GO:0038084	vascular endothelial growth factor signa...	44	6	2.99	0.29677
GO:0034393	positive regulation of smooth muscle cel...	11	2	0.75	0.29679
GO:0033623	regulation of integrin activation	11	2	0.75	0.29679
GO:0046888	negative regulation of hormone secretion	45	6	3.06	0.29681
GO:0072273	metanephric nephron morphogenesis	14	2	0.95	0.29685
GO:0072578	neurotransmitter-gated ion channel clust...	14	2	0.95	0.29685
GO:0006999	nuclear pore organization	15	2	1.02	0.29687
GO:0090313	regulation of protein targeting to membr...	30	3	2.04	0.29688
GO:1905244	regulation of modification of synaptic s...	16	2	1.09	0.29690
GO:0034349	glial cell apoptotic process	16	2	1.09	0.29690
GO:1901201	regulation of extracellular matrix assem...	16	2	1.09	0.29690
GO:0010837	regulation of keratinocyte proliferation	31	3	2.11	0.29690
GO:0060402	calcium ion transport into cytosol	17	2	1.16	0.29692
GO:0034104	negative regulation of tissue remodeling	17	2	1.16	0.29692
GO:0042730	fibrinolysis	17	2	1.16	0.29692
GO:1903579	negative regulation of ATP metabolic pro...	19	2	1.29	0.29696
GO:0044804	nucleophagy	22	2	1.5	0.29702
GO:0015800	acidic amino acid transport	52	4	3.54	0.29703
GO:0061028	establishment of endothelial barrier	37	5	2.52	0.29703
GO:0097035	regulation of membrane lipid distributio...	53	4	3.61	0.29705
GO:0030835	negative regulation of actin filament de...	40	3	2.72	0.29709
GO:0061157	mRNA destabilization	101	7	6.87	0.29715
GO:1902305	regulation of sodium ion transmembrane t...	26	4	1.77	0.29716
GO:2001242	regulation of intrinsic apoptotic signal...	161	11	10.95	0.29716
GO:0051654	establishment of mitochondrion localizat...	31	2	2.11	0.29721
GO:0051145	smooth muscle cell differentiation	57	6	3.88	0.29721
GO:1903531	negative regulation of secretion by cell	104	9	7.08	0.29731
GO:0021587	cerebellum morphogenesis	36	2	2.45	0.29731
GO:0003254	regulation of membrane depolarization	38	4	2.59	0.29756
GO:0042326	negative regulation of phosphorylation	109	6	7.42	0.29761
GO:0046902	regulation of mitochondrial membrane per...	51	2	3.47	0.29762
GO:0043032	positive regulation of macrophage activa...	16	2	1.09	0.29781
GO:0007398	ectoderm development	16	2	1.09	0.29781
GO:0032703	negative regulation of interleukin-2 pro...	16	2	1.09	0.29781
GO:0046040	IMP metabolic process	16	2	1.09	0.29781
GO:0007413	axonal fasciculation	16	2	1.09	0.29781
GO:0038095	Fc-epsilon receptor signaling pathway	16	2	1.09	0.29781
GO:0071397	cellular response to cholesterol	16	2	1.09	0.29781
GO:0031290	retinal ganglion cell axon guidance	16	2	1.09	0.29781
GO:0009084	glutamine family amino acid biosynthetic...	16	2	1.09	0.29781
GO:1901381	positive regulation of potassium ion tra...	16	2	1.09	0.29781
GO:0043517	positive regulation of DNA damage respon...	16	2	1.09	0.29781
GO:0098719	sodium ion import across plasma membrane	16	2	1.09	0.29781
GO:0042744	hydrogen peroxide catabolic process	16	2	1.09	0.29781
GO:0042832	defense response to protozoan	16	2	1.09	0.29781
GO:0010288	response to lead ion	16	2	1.09	0.29781
GO:1903054	negative regulation of extracellular mat...	16	2	1.09	0.29781
GO:0010560	positive regulation of glycoprotein bios...	16	2	1.09	0.29781
GO:0035556	intracellular signal transduction	2486	216	169.13	0.29787
GO:0031400	negative regulation of protein modificat...	187	10	12.72	0.29802
GO:0031346	positive regulation of cell projection o...	309	18	21.02	0.29812
GO:0008637	apoptotic mitochondrial changes	98	6	6.67	0.29859
GO:2000059	negative regulation of ubiquitin-depende...	57	3	3.88	0.29869
GO:0007626	locomotory behavior	146	17	9.93	0.30022
GO:0043124	negative regulation of canonical NF-kapp...	80	7	5.44	0.30148
GO:0043632	modification-dependent macromolecule cat...	654	31	44.49	0.30152
GO:0009888	tissue development	1444	184	98.24	0.31129
GO:1900227	positive regulation of NLRP3 inflammasom...	29	3	1.97	0.31561
GO:0055074	calcium ion homeostasis	216	30	14.7	0.31592
GO:0001935	endothelial cell proliferation	124	23	8.44	0.31636
GO:0010508	positive regulation of autophagy	161	11	10.95	0.31750
GO:0042752	regulation of circadian rhythm	89	8	6.06	0.31825
GO:0071375	cellular response to peptide hormone sti...	267	42	18.17	0.31885
GO:0120163	negative regulation of cold-induced ther...	42	4	2.86	0.31955
GO:0070372	regulation of ERK1 and ERK2 cascade	200	21	13.61	0.32011
GO:0046686	response to cadmium ion	32	6	2.18	0.32201
GO:0055010	ventricular cardiac muscle tissue morpho...	32	6	2.18	0.32201
GO:0001501	skeletal system development	408	40	27.76	0.32221
GO:0001774	microglial cell activation	27	5	1.84	0.32236
GO:0071470	cellular response to osmotic stress	51	6	3.47	0.32269
GO:0002042	cell migration involved in sprouting ang...	55	6	3.74	0.32283
GO:1901379	regulation of potassium ion transmembran...	46	5	3.13	0.32303
GO:0010039	response to iron ion	25	3	1.7	0.32333
GO:0035269	protein O-linked glycosylation via manno...	17	2	1.16	0.32356
GO:0060252	positive regulation of glial cell prolif...	17	2	1.16	0.32356
GO:0032967	positive regulation of collagen biosynth...	17	2	1.16	0.32356
GO:0009312	oligosaccharide biosynthetic process	17	2	1.16	0.32356
GO:0060546	negative regulation of necroptotic proce...	17	2	1.16	0.32356
GO:0006895	Golgi to endosome transport	17	2	1.16	0.32356
GO:1902969	mitotic DNA replication	17	2	1.16	0.32356
GO:0033138	positive regulation of peptidyl-serine p...	17	2	1.16	0.32356
GO:0001759	organ induction	17	2	1.16	0.32356
GO:0007096	regulation of exit from mitosis	17	2	1.16	0.32356
GO:1903376	regulation of oxidative stress-induced n...	17	2	1.16	0.32356
GO:0035335	peptidyl-tyrosine dephosphorylation	17	2	1.16	0.32356
GO:0032868	response to insulin	218	30	14.83	0.32382
GO:0070887	cellular response to chemical stimulus	1615	163	109.88	0.32397
GO:0007219	Notch signaling pathway	137	12	9.32	0.32703
GO:0034220	monoatomic ion transmembrane transport	676	56	45.99	0.32821
GO:0007009	plasma membrane organization	134	14	9.12	0.32918
GO:0009612	response to mechanical stimulus	172	20	11.7	0.32945
GO:0010977	negative regulation of neuron projection...	103	10	7.01	0.33091
GO:0051592	response to calcium ion	106	12	7.21	0.33232
GO:0008015	blood circulation	365	55	24.83	0.33254
GO:0048167	regulation of synaptic plasticity	155	13	10.55	0.33421
GO:0043029	T cell homeostasis	39	4	2.65	0.33445
GO:0043330	response to exogenous dsRNA	30	3	2.04	0.33471
GO:0006612	protein targeting to membrane	106	9	7.21	0.33475
GO:0071347	cellular response to interleukin-1	72	6	4.9	0.33531
GO:0008283	cell population proliferation	1444	155	98.24	0.33828
GO:0060538	skeletal muscle organ development	145	27	9.87	0.33910
GO:0006869	lipid transport	323	37	21.98	0.33930
GO:0099536	synaptic signaling	535	47	36.4	0.34125
GO:0048598	embryonic morphogenesis	465	46	31.64	0.34138
GO:1904659	D-glucose transmembrane transport	83	15	5.65	0.34181
GO:0051247	positive regulation of protein metabolic...	687	60	46.74	0.34187
GO:0009101	glycoprotein biosynthetic process	238	25	16.19	0.34196
GO:0050867	positive regulation of cell activation	259	25	17.62	0.34246
GO:0022602	ovulation cycle process	39	10	2.65	0.34251
GO:0043583	ear development	157	17	10.68	0.34284
GO:0030595	leukocyte chemotaxis	144	16	9.8	0.34289
GO:0072521	purine-containing compound metabolic pro...	500	40	34.02	0.34291
GO:0003300	cardiac muscle hypertrophy	72	11	4.9	0.34293
GO:0019217	regulation of fatty acid metabolic proce...	76	11	5.17	0.34302
GO:0043543	protein acylation	61	9	4.15	0.34336
GO:0061687	detoxification of inorganic compound	13	5	0.88	0.34362
GO:1903409	reactive oxygen species biosynthetic pro...	38	6	2.59	0.34386
GO:0043549	regulation of kinase activity	215	18	14.63	0.34386
GO:0060351	cartilage development involved in endoch...	27	5	1.84	0.34394
GO:0055006	cardiac cell development	72	8	4.9	0.34396
GO:0072537	fibroblast activation	14	4	0.95	0.34398
GO:1902001	fatty acid transmembrane transport	16	4	1.09	0.34403
GO:0046031	ADP metabolic process	92	9	6.26	0.34408
GO:0120255	olefinic compound biosynthetic process	20	4	1.36	0.34412
GO:0055078	sodium ion homeostasis	25	4	1.7	0.34424
GO:0071402	cellular response to lipoprotein particl...	31	4	2.11	0.34438
GO:0009798	axis specification	63	6	4.29	0.34444
GO:0002043	blood vessel endothelial cell proliferat...	19	3	1.29	0.34444
GO:0016126	sterol biosynthetic process	64	6	4.35	0.34446
