GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0051963	regulation of synapse assembly	134	7	9.12	0.98648
GO:0031123	RNA 3'-end processing	89	3	6.06	0.98655
GO:1902533	positive regulation of intracellular sig...	913	79	62.12	0.98687
GO:0031507	heterochromatin formation	123	3	8.37	0.98700
GO:0048525	negative regulation of viral process	62	1	4.22	0.98747
GO:0007030	Golgi organization	143	4	9.73	0.98974
GO:0044092	negative regulation of molecular functio...	247	9	16.8	0.99012
GO:0000724	double-strand break repair via homologou...	185	7	12.59	0.99101
GO:0042742	defense response to bacterium	152	10	10.34	0.99104
GO:0140374	antiviral innate immune response	67	1	4.56	0.99121
GO:0006886	intracellular protein transport	610	30	41.5	0.99168
GO:0036211	protein modification process	1827	112	124.3	0.99173
GO:0042147	retrograde transport, endosome to Golgi	98	2	6.67	0.99199
GO:0001824	blastocyst development	107	5	7.28	0.99230
GO:0061024	membrane organization	729	50	49.6	0.99270
GO:0051301	cell division	567	34	38.58	0.99375
GO:0006364	rRNA processing	216	7	14.7	0.99380
GO:0032206	positive regulation of telomere maintena...	72	1	4.9	0.99383
GO:0002181	cytoplasmic translation	203	4	13.81	0.99392
GO:0032259	methylation	200	6	13.61	0.99442
GO:0070534	protein K63-linked ubiquitination	75	1	5.1	0.99501
GO:0006281	DNA repair	594	15	40.41	0.99505
GO:0022904	respiratory electron transport chain	106	2	7.21	0.99514
GO:0065004	protein-DNA complex assembly	174	4	11.84	0.99553
GO:0006303	double-strand break repair via nonhomolo...	77	1	5.24	0.99567
GO:0006400	tRNA modification	92	2	6.26	0.99597
GO:0006338	chromatin remodeling	546	18	37.15	0.99650
GO:0043161	proteasome-mediated ubiquitin-dependent ...	455	18	30.96	0.99694
GO:1902115	regulation of organelle assembly	215	6	14.63	0.99725
GO:0006457	protein folding	195	5	13.27	0.99733
GO:0033108	mitochondrial respiratory chain complex ...	96	2	6.53	0.99786
GO:0007032	endosome organization	92	1	6.26	0.99851
GO:0006355	regulation of DNA-templated transcriptio...	2601	149	176.96	0.99855
GO:0007052	mitotic spindle organization	129	2	8.78	0.99887
GO:1902600	proton transmembrane transport	158	3	10.75	0.99891
GO:0000209	protein polyubiquitination	270	3	18.37	0.99904
GO:0060271	cilium assembly	332	9	22.59	0.99925
GO:0070936	protein K48-linked ubiquitination	106	1	7.21	0.99945
GO:0006325	chromatin organization	708	20	48.17	0.99990
GO:0006357	regulation of transcription by RNA polym...	2017	121	137.23	0.99993
GO:0009060	aerobic respiration	264	10	17.96	0.99999
GO:0033628	regulation of cell adhesion mediated by ...	35	3	2.38	1.00000
GO:0032291	axon ensheathment in central nervous sys...	15	1	1.02	1.00000
GO:0032292	peripheral nervous system axon ensheathm...	25	2	1.7	1.00000
GO:0048762	mesenchymal cell differentiation	208	22	14.15	1.00000
GO:0033619	membrane protein proteolysis	53	5	3.61	1.00000
GO:0043062	extracellular structure organization	254	43	17.28	1.00000
GO:0048753	pigment granule organization	37	3	2.52	1.00000
GO:0048757	pigment granule maturation	10	1	0.68	1.00000
GO:0043068	positive regulation of programmed cell d...	445	45	30.28	1.00000
GO:0051051	negative regulation of transport	311	26	21.16	1.00000
GO:0051052	regulation of DNA metabolic process	448	18	30.48	1.00000
GO:0051053	negative regulation of DNA metabolic pro...	119	5	8.1	1.00000
GO:0051054	positive regulation of DNA metabolic pro...	265	9	18.03	1.00000
GO:0035455	response to interferon-alpha	18	1	1.22	1.00000
GO:0051057	positive regulation of small GTPase medi...	58	2	3.95	1.00000
GO:0033631	cell-cell adhesion mediated by integrin	14	1	0.95	1.00000
GO:0035459	vesicle cargo loading	32	1	2.18	1.00000
GO:0032261	purine nucleotide salvage	24	2	1.63	1.00000
GO:0051081	nuclear membrane disassembly	14	2	0.95	1.00000
GO:0048771	tissue remodeling	140	16	9.52	1.00000
GO:1902022	L-lysine transport	7	1	0.48	1.00000
GO:0043086	negative regulation of catalytic activit...	132	7	8.98	1.00000
GO:0008207	C21-steroid hormone metabolic process	25	2	1.7	1.00000
GO:0032252	secretory granule localization	19	4	1.29	1.00000
GO:0019752	carboxylic acid metabolic process	685	72	46.6	1.00000
GO:0044403	biological process involved in symbiotic...	158	9	10.75	1.00000
GO:0032253	dense core granule localization	18	4	1.22	1.00000
GO:0044406	adhesion of symbiont to host	10	2	0.68	1.00000
GO:0044409	symbiont entry into host	105	7	7.14	1.00000
GO:0061614	miRNA transcription	63	7	4.29	1.00000
GO:1902019	regulation of cilium-dependent cell moti...	13	1	0.88	1.00000
GO:1902041	regulation of extrinsic apoptotic signal...	39	6	2.65	1.00000
GO:0032271	regulation of protein polymerization	169	14	11.5	1.00000
GO:0032272	negative regulation of protein polymeriz...	61	6	4.15	1.00000
GO:0032273	positive regulation of protein polymeriz...	77	7	5.24	1.00000
GO:0016556	mRNA modification	17	1	1.16	1.00000
GO:0051016	barbed-end actin filament capping	23	1	1.56	1.00000
GO:0051043	regulation of membrane protein ectodomai...	22	4	1.5	1.00000
GO:0019724	B cell mediated immunity	85	6	5.78	1.00000
GO:0051046	regulation of secretion	423	45	28.78	1.00000
GO:0051048	negative regulation of secretion	115	9	7.82	1.00000
GO:0048731	system development	3035	297	206.49	1.00000
GO:0051049	regulation of transport	1172	110	79.74	1.00000
GO:0048732	gland development	325	29	22.11	1.00000
GO:0048736	appendage development	152	9	10.34	1.00000
GO:0032210	regulation of telomere maintenance via t...	44	1	2.99	1.00000
GO:0043030	regulation of macrophage activation	41	4	2.79	1.00000
GO:0140053	mitochondrial gene expression	165	4	11.23	1.00000
GO:0140056	organelle localization by membrane tethe...	73	6	4.97	1.00000
GO:0140058	neuron projection arborization	34	1	2.31	1.00000
GO:0010962	regulation of glucan biosynthetic proces...	25	5	1.7	1.00000
GO:0010965	regulation of mitotic sister chromatid s...	58	1	3.95	1.00000
GO:0019748	secondary metabolic process	41	3	2.79	1.00000
GO:1902003	regulation of amyloid-beta formation	33	3	2.25	1.00000
GO:0071025	RNA surveillance	40	1	2.72	1.00000
GO:0071027	nuclear RNA surveillance	36	1	2.45	1.00000
GO:0019730	antimicrobial humoral response	50	3	3.4	1.00000
GO:0032231	regulation of actin filament bundle asse...	95	13	6.46	1.00000
GO:0120032	regulation of plasma membrane bounded ce...	179	9	12.18	1.00000
GO:0032232	negative regulation of actin filament bu...	33	2	2.25	1.00000
GO:0120034	positive regulation of plasma membrane b...	103	5	7.01	1.00000
GO:0120035	regulation of plasma membrane bounded ce...	526	37	35.79	1.00000
GO:0010955	negative regulation of protein processin...	17	1	1.16	1.00000
GO:0120036	plasma membrane bounded cell projection ...	1266	97	86.13	1.00000
GO:0120039	plasma membrane bounded cell projection ...	521	53	35.45	1.00000
GO:0032239	regulation of nucleobase-containing comp...	19	1	1.29	1.00000
GO:0010959	regulation of metal ion transport	230	25	15.65	1.00000
GO:0048709	oligodendrocyte differentiation	77	7	5.24	1.00000
GO:0010984	regulation of lipoprotein particle clear...	13	2	0.88	1.00000
GO:0010985	negative regulation of lipoprotein parti...	9	1	0.61	1.00000
GO:0010970	transport along microtubule	169	4	11.5	1.00000
GO:0140029	exocytic process	72	5	4.9	1.00000
GO:0043009	chordate embryonic development	549	39	37.35	1.00000
GO:0010975	regulation of neuron projection developm...	354	27	24.08	1.00000
GO:0140013	meiotic nuclear division	139	7	9.46	1.00000
GO:0140014	mitotic nuclear division	254	8	17.28	1.00000
GO:0032200	telomere organization	165	3	11.23	1.00000
GO:0032204	regulation of telomere maintenance	108	2	7.35	1.00000
GO:0032205	negative regulation of telomere maintena...	38	1	2.59	1.00000
GO:0010927	cellular component assembly involved in ...	94	11	6.4	1.00000
GO:0003071	renal system process involved in regulat...	17	1	1.16	1.00000
GO:0072163	mesonephric epithelium development	72	7	4.9	1.00000
GO:0035194	regulatory ncRNA-mediated post-transcrip...	76	3	5.17	1.00000
GO:0072164	mesonephric tubule development	72	7	4.9	1.00000
GO:0035195	miRNA-mediated post-transcriptional gene...	67	3	4.56	1.00000
GO:0035196	miRNA processing	41	2	2.79	1.00000
GO:1903146	regulation of autophagy of mitochondrion	51	4	3.47	1.00000
GO:1903147	negative regulation of autophagy of mito...	12	1	0.82	1.00000
GO:1903131	mononuclear cell differentiation	366	34	24.9	1.00000
GO:0003012	muscle system process	318	57	21.64	1.00000
GO:0003014	renal system process	88	9	5.99	1.00000
GO:0003015	heart process	180	26	12.25	1.00000
GO:0032790	ribosome disassembly	45	1	3.06	1.00000
GO:0003018	vascular process in circulatory system	197	30	13.4	1.00000
GO:0010934	macrophage cytokine production	33	3	2.25	1.00000
GO:0010935	regulation of macrophage cytokine produc...	33	3	2.25	1.00000
GO:1900746	regulation of vascular endothelial growt...	28	4	1.9	1.00000
GO:0048863	stem cell differentiation	205	11	13.95	1.00000
GO:0048864	stem cell development	68	4	4.63	1.00000
GO:0003044	regulation of systemic arterial blood pr...	28	4	1.9	1.00000
GO:1904666	regulation of ubiquitin protein ligase a...	15	1	1.02	1.00000
GO:0072170	metanephric tubule development	13	1	0.88	1.00000
GO:0048869	cellular developmental process	3162	303	215.13	1.00000
GO:0072171	mesonephric tubule morphogenesis	47	6	3.2	1.00000
GO:0072172	mesonephric tubule formation	7	2	0.48	1.00000
GO:0072175	epithelial tube formation	111	11	7.55	1.00000
GO:0048856	anatomical structure development	4341	411	295.34	1.00000
GO:0048857	neural nucleus development	54	8	3.67	1.00000
GO:0048858	cell projection morphogenesis	525	53	35.72	1.00000
GO:0035150	regulation of tube size	104	17	7.08	1.00000
GO:0007351	tripartite regional subdivision	13	1	0.88	1.00000
GO:1904688	regulation of cytoplasmic translational ...	9	1	0.61	1.00000
GO:0072110	glomerular mesangial cell proliferation	7	2	0.48	1.00000
GO:0072111	cell proliferation involved in kidney de...	14	3	0.95	1.00000
GO:0010907	positive regulation of glucose metabolic...	40	7	2.72	1.00000
GO:0048871	multicellular organismal-level homeostas...	636	62	43.27	1.00000
GO:0007389	pattern specification process	313	25	21.29	1.00000
GO:0036507	protein demannosylation	17	1	1.16	1.00000
GO:0048878	chemical homeostasis	749	85	50.96	1.00000
GO:0072148	epithelial cell fate commitment	9	2	0.61	1.00000
GO:0003002	regionalization	284	22	19.32	1.00000
GO:0003006	developmental process involved in reprod...	687	53	46.74	1.00000
GO:1904627	response to phorbol 13-acetate 12-myrist...	10	2	0.68	1.00000
GO:0003008	system process	1263	153	85.93	1.00000
GO:0019884	antigen processing and presentation of e...	27	2	1.84	1.00000
GO:0035113	embryonic appendage morphogenesis	99	6	6.74	1.00000
GO:0032774	RNA biosynthetic process	3427	170	233.16	1.00000
GO:1904640	response to methionine	7	1	0.48	1.00000
GO:1904645	response to amyloid-beta	37	3	2.52	1.00000
GO:0021988	olfactory lobe development	21	2	1.43	1.00000
GO:0007346	regulation of mitotic cell cycle	446	27	30.34	1.00000
GO:0019827	stem cell population maintenance	157	12	10.68	1.00000
GO:0030902	hindbrain development	120	7	8.16	1.00000
GO:0021979	hypothalamus cell differentiation	7	1	0.48	1.00000
GO:0031399	regulation of protein modification proce...	555	35	37.76	1.00000
GO:0035137	hindlimb morphogenesis	27	2	1.84	1.00000
GO:0000398	mRNA splicing, via spliceosome	284	3	19.32	1.00000
GO:0047484	regulation of response to osmotic stress	13	1	0.88	1.00000
GO:1900864	mitochondrial RNA modification	11	1	0.75	1.00000
GO:0048806	genitalia development	29	4	1.97	1.00000
GO:0035107	appendage morphogenesis	121	8	8.23	1.00000
GO:0044282	small molecule catabolic process	284	40	19.32	1.00000
GO:0044283	small molecule biosynthetic process	481	55	32.72	1.00000
GO:1903214	regulation of protein targeting to mitoc...	43	2	2.93	1.00000
GO:0048592	eye morphogenesis	129	12	8.78	1.00000
GO:1903242	regulation of cardiac muscle hypertrophy...	11	3	0.75	1.00000
GO:0035295	tube development	865	106	58.85	1.00000
GO:0035296	regulation of tube diameter	104	17	7.08	1.00000
GO:0000380	alternative mRNA splicing, via spliceoso...	69	2	4.69	1.00000
GO:0001991	regulation of systemic arterial blood pr...	13	1	0.88	1.00000
GO:0000375	RNA splicing, via transesterification re...	288	3	19.59	1.00000
GO:0000377	RNA splicing, via transesterification re...	284	3	19.32	1.00000
GO:0032890	regulation of organic acid transport	46	6	3.13	1.00000
GO:0046068	cGMP metabolic process	12	3	0.82	1.00000
GO:0044241	lipid digestion	11	3	0.75	1.00000
GO:0072283	metanephric renal vesicle morphogenesis	9	1	0.61	1.00000
GO:0031341	regulation of cell killing	56	3	3.81	1.00000
GO:0048562	embryonic organ morphogenesis	205	18	13.95	1.00000
GO:0031342	negative regulation of cell killing	21	1	1.43	1.00000
GO:0031343	positive regulation of cell killing	35	1	2.38	1.00000
GO:0031344	regulation of cell projection organizati...	541	39	36.81	1.00000
GO:0048565	digestive tract development	91	4	6.19	1.00000
GO:0031347	regulation of defense response	618	41	42.05	1.00000
GO:0031348	negative regulation of defense response	191	13	12.99	1.00000
GO:0044238	primary metabolic process	7665	473	521.49	1.00000
GO:0031334	positive regulation of protein-containin...	176	11	11.97	1.00000
GO:0001963	synaptic transmission, dopaminergic	14	1	0.95	1.00000
GO:0180064	protein O-linked glycosylation via xylos...	44	7	2.99	1.00000
GO:0048585	negative regulation of response to stimu...	1396	118	94.98	1.00000
GO:0048588	developmental cell growth	176	13	11.97	1.00000
GO:0072210	metanephric nephron development	25	2	1.7	1.00000
GO:0035282	segmentation	72	4	4.9	1.00000
GO:0001952	regulation of cell-matrix adhesion	108	16	7.35	1.00000
GO:0001959	regulation of cytokine-mediated signalin...	139	8	9.46	1.00000
GO:0035270	endocrine system development	86	10	5.85	1.00000
GO:0035272	exocrine system development	38	2	2.59	1.00000
GO:0072243	metanephric nephron epithelium developme...	14	1	0.95	1.00000
GO:0048522	positive regulation of cellular process	4463	350	303.64	1.00000
GO:0048523	negative regulation of cellular process	4048	315	275.41	1.00000
GO:1905037	autophagosome organization	144	11	9.8	1.00000
GO:1905038	regulation of membrane lipid metabolic p...	16	5	1.09	1.00000
GO:0032881	regulation of polysaccharide metabolic p...	37	6	2.52	1.00000
GO:0050953	sensory perception of light stimulus	116	8	7.89	1.00000
GO:0007423	sensory organ development	429	47	29.19	1.00000
GO:0050954	sensory perception of mechanical stimulu...	127	13	8.64	1.00000
GO:0032885	regulation of polysaccharide biosyntheti...	31	5	2.11	1.00000
GO:0001977	renal system process involved in regulat...	9	1	0.61	1.00000
GO:1903798	regulation of miRNA processing	13	1	0.88	1.00000
GO:0006090	pyruvate metabolic process	108	9	7.35	1.00000
GO:0048512	circadian behavior	32	1	2.18	1.00000
GO:0048518	positive regulation of biological proces...	4713	370	320.65	1.00000
GO:0048519	negative regulation of biological proces...	4191	329	285.13	1.00000
GO:0032872	regulation of stress-activated MAPK casc...	33	2	2.25	1.00000
GO:0032878	regulation of establishment or maintenan...	25	2	1.7	1.00000
GO:0032879	regulation of localization	1527	132	103.89	1.00000
GO:0046032	ADP catabolic process	86	8	5.85	1.00000
GO:0008593	regulation of Notch signaling pathway	68	6	4.63	1.00000
GO:0000303	response to superoxide	19	1	1.29	1.00000
GO:0000305	response to oxygen radical	20	1	1.36	1.00000
GO:0060390	regulation of SMAD protein signal transd...	58	10	3.95	1.00000
GO:0001910	regulation of leukocyte mediated cytotox...	51	3	3.47	1.00000
GO:0001911	negative regulation of leukocyte mediate...	19	1	1.29	1.00000
GO:0001912	positive regulation of leukocyte mediate...	34	1	2.31	1.00000
GO:0050974	detection of mechanical stimulus involve...	28	3	1.9	1.00000
GO:0060398	regulation of growth hormone receptor si...	9	1	0.61	1.00000
GO:0048532	anatomical structure arrangement	15	2	1.02	1.00000
GO:0048534	hematopoietic or lymphoid organ developm...	85	5	5.78	1.00000
GO:0048537	mucosa-associated lymphoid tissue develo...	9	1	0.61	1.00000
GO:0050921	positive regulation of chemotaxis	103	11	7.01	1.00000
GO:0007431	salivary gland development	29	2	1.97	1.00000
GO:0072202	cell differentiation involved in metanep...	14	1	0.95	1.00000
GO:0032814	regulation of natural killer cell activa...	26	4	1.77	1.00000
GO:0050926	regulation of positive chemotaxis	21	1	1.43	1.00000
GO:0032816	positive regulation of natural killer ce...	17	2	1.16	1.00000
GO:0072207	metanephric epithelium development	14	1	0.95	1.00000
GO:0050927	positive regulation of positive chemotax...	21	1	1.43	1.00000
GO:0035239	tube morphogenesis	693	94	47.15	1.00000
GO:0006066	alcohol metabolic process	274	36	18.64	1.00000
GO:0180046	GPI anchored protein biosynthesis	28	1	1.9	1.00000
GO:0006067	ethanol metabolic process	11	2	0.75	1.00000
GO:0001932	regulation of protein phosphorylation	322	23	21.91	1.00000
GO:0046006	regulation of activated T cell prolifera...	26	3	1.77	1.00000
GO:0032835	glomerulus development	56	9	3.81	1.00000
GO:0019538	protein metabolic process	3461	210	235.47	1.00000
GO:0006082	organic acid metabolic process	709	74	48.24	1.00000
GO:0006086	pyruvate decarboxylation to acetyl-CoA	15	1	1.02	1.00000
GO:0007405	neuroblast proliferation	59	2	4.01	1.00000
GO:0070972	protein localization to endoplasmic reti...	29	1	1.97	1.00000
GO:0055123	digestive system development	101	4	6.87	1.00000
GO:0070977	bone maturation	20	5	1.36	1.00000
GO:0008589	regulation of smoothened signaling pathw...	83	2	5.65	1.00000
GO:0044784	metaphase/anaphase transition of cell cy...	93	3	6.33	1.00000
GO:1903725	regulation of phospholipid metabolic pro...	30	2	2.04	1.00000
GO:0001906	cell killing	125	9	8.5	1.00000
GO:0044786	cell cycle DNA replication	42	2	2.86	1.00000
GO:0070920	regulation of regulatory ncRNA processin...	14	1	0.95	1.00000
GO:0000460	maturation of 5.8S rRNA	33	1	2.25	1.00000
GO:0001909	leukocyte mediated cytotoxicity	79	6	5.37	1.00000
GO:0006022	aminoglycan metabolic process	54	6	3.67	1.00000
GO:0006023	aminoglycan biosynthetic process	28	3	1.9	1.00000
GO:0070925	organelle assembly	927	50	63.07	1.00000
GO:0006026	aminoglycan catabolic process	22	3	1.5	1.00000
GO:0000466	maturation of 5.8S rRNA from tricistroni...	22	1	1.5	1.00000
GO:0006027	glycosaminoglycan catabolic process	18	3	1.22	1.00000
GO:0044770	cell cycle phase transition	495	31	33.68	1.00000
GO:0032801	receptor catabolic process	26	1	1.77	1.00000
GO:0044772	mitotic cell cycle phase transition	402	24	27.35	1.00000
GO:0044773	mitotic DNA damage checkpoint signaling	70	2	4.76	1.00000
GO:0044774	mitotic DNA integrity checkpoint signali...	74	2	5.03	1.00000
GO:0070918	regulatory ncRNA processing	56	2	3.81	1.00000
GO:0050900	leukocyte migration	255	23	17.35	1.00000
GO:0048699	generation of neurons	1148	103	78.1	1.00000
GO:0060322	head development	598	52	40.68	1.00000
GO:0035794	positive regulation of mitochondrial mem...	39	1	2.65	1.00000
GO:0035795	negative regulation of mitochondrial mem...	16	1	1.09	1.00000
GO:0050906	detection of stimulus involved in sensor...	64	3	4.35	1.00000
GO:1903747	regulation of establishment of protein l...	48	2	3.27	1.00000
GO:0006040	amino sugar metabolic process	36	5	2.45	1.00000
GO:1903749	positive regulation of establishment of ...	34	2	2.31	1.00000
GO:0039531	regulation of cytoplasmic pattern recogn...	113	5	7.69	1.00000
GO:0039532	negative regulation of cytoplasmic patte...	54	1	3.67	1.00000
GO:0060317	cardiac epithelial to mesenchymal transi...	29	3	1.97	1.00000
GO:0070935	3'-UTR-mediated mRNA stabilization	25	3	1.7	1.00000
GO:1902369	negative regulation of RNA catabolic pro...	87	8	5.92	1.00000
GO:0060341	regulation of cellular localization	450	29	30.62	1.00000
GO:1900542	regulation of purine nucleotide metaboli...	69	6	4.69	1.00000
GO:1900543	negative regulation of purine nucleotide...	20	2	1.36	1.00000
GO:0019693	ribose phosphate metabolic process	334	23	22.72	1.00000
GO:0060343	trabecula formation	19	4	1.29	1.00000
GO:1900544	positive regulation of purine nucleotide...	33	5	2.25	1.00000
GO:0019694	alkanesulfonate metabolic process	9	2	0.61	1.00000
GO:0061951	establishment of protein localization to...	65	2	4.42	1.00000
GO:0048667	cell morphogenesis involved in neuron di...	464	42	31.57	1.00000
GO:0048668	collateral sprouting	25	1	1.7	1.00000
GO:0060330	regulation of response to type II interf...	11	1	0.75	1.00000
GO:0060331	negative regulation of response to type ...	6	1	0.41	1.00000
GO:0007164	establishment of tissue polarity	26	3	1.77	1.00000
GO:0060334	regulation of type II interferon-mediate...	11	1	0.75	1.00000
GO:0060337	type I interferon-mediated signaling pat...	67	1	4.56	1.00000
GO:0060338	regulation of type I interferon-mediated...	37	1	2.52	1.00000
GO:0061982	meiosis I cell cycle process	97	5	6.6	1.00000
GO:0043367	CD4-positive, alpha-beta T cell differen...	73	10	4.97	1.00000
GO:0099590	neurotransmitter receptor internalizatio...	28	1	1.9	1.00000
GO:0043368	positive T cell selection	31	6	2.11	1.00000
GO:0048659	smooth muscle cell proliferation	118	14	8.03	1.00000
GO:0043369	CD4-positive or CD8-positive, alpha-beta...	24	5	1.63	1.00000
GO:1903706	regulation of hemopoiesis	302	27	20.55	1.00000
GO:1903708	positive regulation of hemopoiesis	136	11	9.25	1.00000
GO:1902370	regulation of tRNA catabolic process	8	1	0.54	1.00000
GO:0007159	leukocyte cell-cell adhesion	281	22	19.12	1.00000
GO:1902371	negative regulation of tRNA catabolic pr...	8	1	0.54	1.00000
GO:1902373	negative regulation of mRNA catabolic pr...	71	7	4.83	1.00000
GO:0071396	cellular response to lipid	454	43	30.89	1.00000
GO:0015748	organophosphate ester transport	136	11	9.25	1.00000
GO:0072710	response to hydroxyurea	11	2	0.75	1.00000
GO:0015749	monosaccharide transmembrane transport	89	15	6.06	1.00000
GO:0051385	response to mineralocorticoid	24	2	1.63	1.00000
GO:0048670	regulation of collateral sprouting	16	1	1.09	1.00000
GO:0007188	adenylate cyclase-modulating G protein-c...	129	7	8.78	1.00000
GO:0015732	prostaglandin transport	14	1	0.95	1.00000
GO:0043388	positive regulation of DNA binding	14	1	0.95	1.00000
GO:0048679	regulation of axon regeneration	23	2	1.56	1.00000
GO:0044703	multi-organism reproductive process	155	22	10.55	1.00000
GO:0044706	multi-multicellular organism process	159	22	10.82	1.00000
GO:0007176	regulation of epidermal growth factor-ac...	10	1	0.68	1.00000
GO:0007178	cell surface receptor protein serine/thr...	312	44	21.23	1.00000
GO:0043370	regulation of CD4-positive, alpha-beta T...	38	4	2.59	1.00000
GO:0043371	negative regulation of CD4-positive, alp...	19	2	1.29	1.00000
GO:0043373	CD4-positive, alpha-beta T cell lineage ...	21	5	1.43	1.00000
GO:0061919	process utilizing autophagic mechanism	562	33	38.24	1.00000
GO:0099563	modification of synaptic structure	34	3	2.31	1.00000
GO:0099565	chemical synaptic transmission, postsyna...	74	7	5.03	1.00000
GO:0007127	meiosis I	90	5	6.12	1.00000
GO:0035728	response to hepatocyte growth factor	13	1	0.88	1.00000
GO:0035710	CD4-positive, alpha-beta T cell activati...	89	11	6.06	1.00000
GO:0071350	cellular response to interleukin-15	8	2	0.54	1.00000
GO:0048641	regulation of skeletal muscle tissue dev...	15	1	1.02	1.00000
GO:0071351	cellular response to interleukin-18	9	2	0.61	1.00000
GO:0071352	cellular response to interleukin-2	8	2	0.54	1.00000
GO:0048644	muscle organ morphogenesis	55	8	3.74	1.00000
GO:0048645	animal organ formation	48	6	3.27	1.00000
GO:1902337	regulation of apoptotic process involved...	11	1	0.75	1.00000
GO:0071357	cellular response to type I interferon	68	1	4.63	1.00000
GO:0007140	male meiotic nuclear division	32	3	2.18	1.00000
GO:0060491	regulation of cell projection assembly	181	9	12.31	1.00000
GO:0051345	positive regulation of hydrolase activit...	94	4	6.4	1.00000
GO:0051346	negative regulation of hydrolase activit...	25	3	1.7	1.00000
GO:0051347	positive regulation of transferase activ...	129	13	8.78	1.00000
GO:0099587	inorganic ion import across plasma membr...	68	8	4.63	1.00000
GO:0032528	microvillus organization	21	1	1.43	1.00000
GO:0051348	negative regulation of transferase activ...	86	4	5.85	1.00000
GO:0048634	regulation of muscle organ development	29	2	1.97	1.00000
GO:0071384	cellular response to corticosteroid stim...	51	11	3.47	1.00000
GO:0048636	positive regulation of muscle organ deve...	14	1	0.95	1.00000
GO:0048638	regulation of developmental growth	244	15	16.6	1.00000
GO:0019614	catechol-containing compound catabolic p...	7	2	0.48	1.00000
GO:0051336	regulation of hydrolase activity	154	10	10.48	1.00000
GO:1903867	extraembryonic membrane development	8	1	0.54	1.00000
GO:0051338	regulation of transferase activity	258	19	17.55	1.00000
GO:0012501	programmed cell death	1544	136	105.05	1.00000
GO:0035739	CD4-positive, alpha-beta T cell prolifer...	12	1	0.82	1.00000
GO:0043331	response to dsRNA	38	4	2.59	1.00000
GO:0140352	export from cell	664	61	45.18	1.00000
GO:0140353	lipid export from cell	33	6	2.25	1.00000
GO:0140354	lipid import into cell	20	3	1.36	1.00000
GO:0071378	cellular response to growth hormone stim...	23	4	1.56	1.00000
GO:0071379	cellular response to prostaglandin stimu...	21	1	1.43	1.00000
GO:0038034	signal transduction in absence of ligand	58	8	3.95	1.00000
GO:0061900	glial cell activation	32	5	2.18	1.00000
GO:1903859	regulation of dendrite extension	16	2	1.09	1.00000
GO:0032530	regulation of microvillus organization	16	1	1.09	1.00000
GO:0060462	lung lobe development	6	1	0.41	1.00000
GO:0099514	synaptic vesicle cytoskeletal transport	19	1	1.29	1.00000
GO:0032535	regulation of cellular component size	296	23	20.14	1.00000
GO:0099517	synaptic vesicle transport along microtu...	19	1	1.29	1.00000
GO:0019637	organophosphate metabolic process	918	80	62.46	1.00000
GO:0031163	metallo-sulfur cluster assembly	25	1	1.7	1.00000
GO:0008654	phospholipid biosynthetic process	224	22	15.24	1.00000
GO:0086065	cell communication involved in cardiac c...	36	6	2.45	1.00000
GO:0086066	atrial cardiac muscle cell to AV node ce...	10	2	0.68	1.00000
GO:0086067	AV node cell to bundle of His cell commu...	8	2	0.54	1.00000
GO:0051302	regulation of cell division	143	11	9.73	1.00000
GO:0051304	chromosome separation	77	1	5.24	1.00000
GO:0051306	mitotic sister chromatid separation	61	1	4.15	1.00000
GO:0044857	plasma membrane raft organization	11	3	0.75	1.00000
GO:0003351	epithelial cilium movement involved in e...	34	1	2.31	1.00000
GO:0003352	regulation of cilium movement	19	1	1.29	1.00000
GO:0071345	cellular response to cytokine stimulus	637	59	43.34	1.00000
GO:0071349	cellular response to interleukin-12	8	1	0.54	1.00000
GO:1903825	organic acid transmembrane transport	121	12	8.23	1.00000
GO:0060485	mesenchyme development	251	28	17.08	1.00000
GO:0015865	purine nucleotide transport	30	1	2.04	1.00000
GO:0015868	purine ribonucleotide transport	26	1	1.77	1.00000
GO:0032501	multicellular organismal process	4934	449	335.68	1.00000
GO:0032502	developmental process	4736	431	322.21	1.00000
GO:0044872	lipoprotein localization	20	3	1.36	1.00000
GO:0120305	regulation of pigmentation	13	1	0.88	1.00000
GO:0032506	cytokinetic process	50	1	3.4	1.00000
GO:0015851	nucleobase transport	11	1	0.75	1.00000
GO:0035891	exit from host cell	26	1	1.77	1.00000
GO:0007292	female gamete generation	124	14	8.44	1.00000
GO:0051494	negative regulation of cytoskeleton orga...	143	11	9.73	1.00000
GO:1903846	positive regulation of cellular response...	30	7	2.04	1.00000
GO:0044827	host-mediated perturbation of viral geno...	11	1	0.75	1.00000
GO:0008610	lipid biosynthetic process	582	62	39.6	1.00000
GO:0031122	cytoplasmic microtubule organization	59	1	4.01	1.00000
GO:0031125	rRNA 3'-end processing	10	1	0.68	1.00000
GO:0086026	atrial cardiac muscle cell to AV node ce...	10	2	0.68	1.00000
GO:0031126	sno(s)RNA 3'-end processing	12	1	0.82	1.00000
GO:0086027	AV node cell to bundle of His cell signa...	7	2	0.48	1.00000
GO:0099500	vesicle fusion to plasma membrane	18	2	1.22	1.00000
GO:0099504	synaptic vesicle cycle	174	14	11.84	1.00000
GO:0060416	response to growth hormone	33	4	2.25	1.00000
